source_id,chapter,accessed_date,publication_date,author_or_institution,title,source_type,claim_or_use,url,notes
ch10-003,10,2026-09-06,2003,Elizabeth R. Varon,"Southern Lady, Yankee Spy",Scholarly history,"Van Lew network, Richmond social context, Mary Jane Richards identification, and postwar memory",,"Oxford University Press, 2003. Verify pages before direct quotation."
ch11-001,11,2026-09-06,,Library of Congress,"Pinkerton's National Detective Agency Records: Highlights — Molly Maguires Case",Archival research guide,"1875 Pinkerton reports on James McParland's infiltration and the corporate client relationship with Franklin Gowen/Reading Railroad",https://guides.loc.gov/pinkerton-papers/highlights,"Notes that few Molly Maguire case-file items are original contemporary documents; useful archival caveat."
ch11-002,11,2026-09-06,1998,Kevin Kenny,"Making Sense of the Molly Maguires",Scholarly monograph,"Labor, ethnicity, violence, corporate power, prosecutions, and competing interpretations of the Molly Maguires",,"Oxford University Press, 1998. Use to resist both company and romanticized labor narratives."
ch12-001,12,2026-09-06,1882-03-23,Naval History and Heritage Command,"General Order No. 292",Primary official record,"Creation of the Office of Intelligence in the Bureau of Navigation on March 23, 1882",https://www.history.navy.mil/research/library/online-reading-room/title-list-alphabetically/g/general-orders/general-order-no-292.html,"Founding order; supports date and assigned function."
ch12-002,12,2026-09-06,,Naval History and Heritage Command,"History and Aims of the Office of Naval Intelligence",Official institutional history,"Early ONI organization, attaché work, collection aims, and peacetime institutionalization",https://www.history.navy.mil/research/library/online-reading-room/title-list-alphabetically/h/history-and-aims-of-the-office-of-naval-intelligence.html,"Institutional retrospective; verify claims of firsts against original orders."
ch13-001,13,2026-09-06,1898-04-26,Naval History and Heritage Command,"Secretary of the Navy John D. Long to Naval Attaches Colwell and Sims",Primary documentary edition,"ONI/attaché attempts to locate Cervera's squadron and contemporary uncertainty about Spanish fleet movements",https://www.history.navy.mil/research/publications/documentary-histories/united-states-navy-s/naval-intelligence/secretary-of-the-nav-6.html,"Useful because the report was wrong about Cervera still being at Cadiz; preserves friction and uncertainty."
ch13-002,13,2026-09-06,1898-02-15,Naval History and Heritage Command,"Minister of Marine Segismundo Bermejo y Merelo to Admiral Pascual Cervera y Topete",Primary documentary edition,"Spanish naval planning and force dispositions before war",https://www.history.navy.mil/research/publications/documentary-histories/united-states-navy-s/pre-war-planning/minister-of-marine-s-0.html,"Adversary primary-source perspective."
ch14-001,14,2026-09-06,,The Army Historical Foundation,"A Desperate Undertaking: Funston Captures Aguinaldo",Military historical synthesis,"Captured dispatches, Cecilio Segismundo, Macabebe Scouts, forged messages, deception, and Aguinaldo's capture",https://armyhistory.org/a-desperate-undertaking-funston-captures-aguinaldo/,"Detailed secondary account; distinguish operation's tactical success from broader colonial-war morality."
ch14-002,14,2026-09-06,,U.S. Army Center of Military History,"Philippine Insurrection",Official campaign history,"Campaign context and significance of Aguinaldo's March 23, 1901 capture",https://history.army.mil/Research/Reference-Topics/Army-Campaigns/Brief-Summaries/Philippine-Insurrection/,"Institutional military framing; resistance continued after Aguinaldo's capture."
ch15-001,15,2026-09-06,,National Security Agency,"The Zimmermann Telegram",Declassified cryptologic history,"British interception/decryption, cryptographic handling, and disclosure of the Zimmermann Telegram",https://www.nsa.gov/portals/75/documents/news-features/declassified-documents/friedman-documents/lectures-speeches/folder_198/41766889080599.pdf,"Use alongside diplomatic histories; telegram was one factor in U.S. entry, not the sole cause."
ch15-002,15,2026-09-06,2017-01-17,National Archives,"The Zimmermann Telegram",Archival public history,"Text, transmission, and U.S. public release of the telegram",https://www.archives.gov/education/lessons/zimmermann,"Useful archival overview and image trail."
ch16-001,16,2026-09-06,,National Security Agency,"The Black Chamber",Official cryptologic history,"Herbert Yardley, MI-8/Cipher Bureau, peacetime codebreaking, and closure in 1929",https://www.nsa.gov/History/Cryptologic-History/Historical-Events/Article-View/Article/2740622/the-black-chamber/,"Institutional retrospective."
ch16-002,16,2026-09-06,,National Security Agency,"Yardley Collection",Declassified archival collection,"Primary/declassified materials associated with Yardley and the American Black Chamber",https://www.nsa.gov/Helpful-Links/NSA-FOIA/Declassification-Transparency-Initiatives/Historical-Releases/Yardley-Collection/,"Use for document-level verification."
ch17-001,17,2026-09-06,,Federal Bureau of Investigation,"VENONA Part 01",Declassified FBI file,"FBI understanding of VENONA-derived Soviet espionage evidence, including material relevant to Alger Hiss",https://vault.fbi.gov/Venona/Venona%20Part%2001%20%28Final%29,"Declassified investigative record; distinguish later intelligence evidence from Hiss's perjury conviction."
ch17-002,17,2026-09-06,1999,Allen Weinstein and Alexander Vassiliev,"The Haunted Wood",Archival scholarly history,"Soviet intelligence penetration of U.S. institutions based in part on KGB archival material",,"Random House, 1999. Secondary interpretation; cross-check contested identifications."
ch18-001,18,2026-09-06,,National Security Agency,"VENONA and the Rosenbergs",Official cryptologic history,"VENONA evidence related to Soviet atomic espionage and the Rosenberg network",https://www.nsa.gov/History/National-Cryptologic-Museum/Exhibits-Artifacts/Exhibit-View/Article/2718844/venona-and-the-rosenbergs/,"Institutional synthesis based on decrypted traffic."
ch18-002,18,2026-09-06,,Atomic Heritage Foundation / National Museum of Nuclear Science & History,"Espionage and the Manhattan Project",Historical synthesis,"Fuchs, Hall, Rosenberg network, Gold, Greenglass, and the broader Soviet atomic-espionage story",https://ahf.nuclearmuseum.org/ahf/history/espionage/,"Use with VENONA and trial records; avoid saying espionage independently created the Soviet bomb."
ch18-003,18,2026-09-06,1962,Richard G. Hewlett and Oscar E. Anderson Jr.,"The New World, 1939/1946",Official Department of Energy predecessor history,"Manhattan Project organization, scientific collaboration, and Klaus Fuchs's place in the British mission",https://www.energy.gov/sites/prod/files/2013/08/f2/HewlettandAndersonNewWorldNoBookmarks.pdf,"Official historical monograph; useful project context."
ch19-001,19,2026-09-06,,National Security Agency,"VENONA",Declassified collection,"Scope of the VENONA program and released Soviet intelligence messages",https://www.nsa.gov/serve-from-netstorage/news-features/declassified-documents/venona/index.html,"Primary/declassified collection portal."
ch19-002,19,2026-09-06,,National Security Agency,"VENONA: An Overview",Official cryptologic history,"Cryptanalytic breakthrough, one-time-pad reuse, aliases, gaps, and limits of VENONA",https://www.nsa.gov/portals/75/documents/news-features/declassified-documents/crypto-almanac-50th/VENONA_An_Overview.pdf,"Important for avoiding portrayal of VENONA as contemporaneous omniscience."
ch20-001,20,2026-09-06,1962-10-14,U.S. Department of State Office of the Historian,"Editorial Note: U-2 Mission 3101 over Cuba",Primary documentary history,"October 14 U-2 mission, 928 photographs, and first verified photographic evidence of Soviet offensive missile sites",https://history.state.gov/historicaldocuments/frus1961-63v11/d16,"FRUS editorial note grounded in official records."
ch20-002,20,2026-09-06,,Central Intelligence Agency,"The Cuban Missile Crisis, 1962",Declassified historical collection,"Imagery analysis, U-2 reconnaissance, and intelligence support during the crisis",https://www.cia.gov/readingroom/collection/cuban-missile-crisis-1962,"Collection portal; use individual documents for exact claims in final endnotes."
ch21-001,21,2026-09-06,,Central Intelligence Agency,"Project AZORIAN",CIA museum / official history,"Purpose, Hughes Glomar Explorer cover, K-129 recovery attempt, and engineering scale",https://www.cia.gov/legacy/museum/exhibit/project-azorian/,"Institutional account; separate operational audacity from disputed/limited intelligence yield."
ch21-002,21,2026-09-06,,Central Intelligence Agency Center for the Study of Intelligence,"The Glomar Explorer",Declassified historical study,"Operation name AZORIAN, JENNIFER naming confusion, recovery history, secrecy, and intelligence-yield uncertainty",https://www.cia.gov/resources/csi/static/The-Glomar-Explorer.pdf,"Especially useful for correcting the common Project JENNIFER misnomer."
ch22-001,22,2026-09-06,,Federal Bureau of Investigation,"John Anthony Walker Jr.",Official case history,"Walker's espionage, Navy cryptographic access, recruitment of family/friend, arrest, prosecution, and damage",https://www.fbi.gov/history/cases-and-criminals/john-anthony-walker-jr,"Institutional case history; verify numeric damage claims against declassified assessments where possible."
ch22-002,22,2026-09-06,,Federal Bureau of Investigation,"Year of the Spy (1985)",Official case history,"1985 arrests and the scale/duration attributed to the Walker compromise",https://www.fbi.gov/history/cases-and-criminals/year-of-the-spy-1985,"FBI says Walker compromised more than one million classified messages over more than 17 years; institutional estimate."
ch23-001,23,2026-09-06,,Federal Bureau of Investigation,"Aldrich Ames",Official case history,"Ames's espionage, money, access, investigation, compromised operations, and source losses",https://www.fbi.gov/history/cases-and-criminals/aldrich-ames,"Institutional case history; source-death counts require careful wording and attribution."
ch23-002,23,2026-09-06,1994-11-01,U.S. Senate Select Committee on Intelligence,"An Assessment of the Aldrich H. Ames Espionage Case and Its Implications for U.S. Intelligence",Congressional report,"Counterintelligence failures, warning signs, organizational weaknesses, and reform implications",https://www.intelligence.senate.gov/sites/default/files/publications/10390.pdf,"Bipartisan congressional oversight record; useful counterweight to agency self-history."
ch24-001,24,2026-09-06,,Federal Bureau of Investigation,"Robert Hanssen",Official case history,"Hanssen's 1985-2001 espionage, counterintelligence access, payments, dead drops, arrest, charges, and sentence",https://www.fbi.gov/history/cases-and-criminals/robert-hanssen,"Institutional history of a failure inside the FBI itself."
ch24-002,24,2026-09-06,2003,U.S. Department of Justice Office of the Inspector General,"A Review of the FBI's Performance in Deterring, Detecting, and Investigating the Espionage Activities of Robert Philip Hanssen",Inspector General review,"Systemic personnel-security, information-access, polygraph, financial, and counterintelligence failures exposed by Hanssen",https://oig.justice.gov/sites/default/files/archive/special/0308/final.pdf,"Independent internal oversight review; strong source for systemic rather than purely biographical analysis."
ch25-001,25,2026-09-06,2019,U.S. Office of Personnel Management Office of Inspector General,"Audit of the Information Systems General and Application Controls at the U.S. Office of Personnel Management",Inspector General report,"Background on the 2015 breach affecting background-investigation records on approximately 21.5 million individuals and security-control weaknesses",https://piv.opm.gov/our-inspector-general/publications/reports/2019/4A-OO-00-18-006.pdf,"Official audit; use exact affected-population language from OPM records."
ch25-002,25,2026-09-06,2015,U.S. Office of Personnel Management,"Fiscal Year 2015 Agency Financial Report",Official agency report,"OPM's own account of breach response, affected records, remediation, and institutional consequences",https://www.opm.gov/about-us/reports-publications/agency-archive/2015-agency-financial-report.pdf,"Agency self-report; pair with OIG/GAO oversight."
ch25-003,25,2026-09-06,2016-09-07,U.S. House Committee on Oversight and Government Reform,"The OPM Data Breach: How the Government Jeopardized Our National Security for More than a Generation",Congressional staff report,"Timeline, security failures, investigative findings, and national-security interpretation of the OPM breach",https://oversight.house.gov/report/opm-data-breach-government-jeopardized-national-security-generation/,"Committee majority-staff report; partisan institutional perspective should be labeled, not treated as neutral consensus."
ch26-001,26,2026-09-06,2025-04-24,Federal Bureau of Investigation,"FBI Seeking Tips About PRC Targeting of U.S. Telecommunications",Official public statement,"Salt Typhoon campaign scope: multiple telecom providers, call-data logs, limited private communications, and select information related to court-ordered law-enforcement requests",https://www.fbi.gov/investigate/cyber/alerts/2025/fbi-seeking-tips-about-prc-targeting-of-us-telecommunications,"Public description at a particular investigative moment; scope may change."
ch26-002,26,2026-09-06,2025-09-03,Cybersecurity and Infrastructure Security Agency et al.,"Countering Chinese State-Sponsored Actors Compromise of Networks Worldwide to Feed Global Espionage System",Joint cybersecurity advisory,"PRC state-sponsored exploitation of global network infrastructure, telecom/router targeting, persistence, and defensive findings overlapping public Salt Typhoon reporting",https://www.cisa.gov/news-events/cybersecurity-advisories/aa25-239a,"Joint advisory; campaign naming varies across governments and vendors. Treat 2020s chapter as provisional through 2029."
