source_id,chapter,accessed_date,publication_date,author_or_institution,title,source_type,claim_or_use,url,notes
ch03-003,3,2026-08-28,2021,Association for Psychological Science,"Spark Creativity with Thomas Edison's Napping Technique",Science communication piece,"Detail and context on Edison's armchair micro-napping method and its later citation in creativity research",https://www.psychologicalscience.org/news/spark-creativity-with-thomas-edisons-napping-technique.html,"Independent corroboration of the napping-technique anecdote from a research-communication source."
ch03-004,3,2026-08-28,2023,PacLights / Seattle Times (various),"History of electric lighting and Edison's central power distribution",General historical summary,"1882 Pearl Street Station demonstration of centrally distributed electric power; lighting modeled on existing gas-lighting distribution networks",https://www.seattletimes.com/entertainment/books/lsquothe-age-of-edisonrsquo-the-light-bulb-creates-a-new-era/,"General secondary sourcing for the electrification narrative; treat specific dates as approximate where sources vary."
ch04-001,4,2026-08-28,2017,NCBI/PMC,"Ford and Edison in a modern regulatory environment: the first-in-human trial of night-work and artificial light",Academic/historical commentary,"Analysis of Edison's and Ford's roles in normalizing night work once electric lighting made it technically possible",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5356371/,"Frames industrial night work as an unregulated large-scale experiment on human circadian biology."
ch04-002,4,2026-08-28,2023,General lighting-history summaries (PacLights; Energy.gov),"Electric lighting, shift work, and the 24-hour factory",Historical summary,"Electric lighting extended factory hours and enabled night shifts; late-19th-century textile mills increased output by running around the clock; workers valued reduced fire/accident risk from removed gas lighting but were divided on the spread of night shifts",https://www.energy.gov/articles/history-light-bulb,"General secondary sourcing; used for the mixed labor reception of electrified night work."
ch05-001,5,2026-08-28,2024,EBSCO Research Starters,"Aserinsky Discovers REM Sleep",Encyclopedia-style research summary,"1952-53 discovery by Eugene Aserinsky, working under Nathaniel Kleitman at the University of Chicago, of rapid eye movement and low-voltage fast EEG activity during sleep, first observed in sleeping infants",https://www.ebsco.com/research-starters/history/aserinsky-discovers-rem-sleep,"General reference summary of the discovery and its lab context."
ch05-002,5,2026-08-28,2007,Smithsonian Magazine,"The Stubborn Scientist Who Unraveled a Mystery of the Night",Long-form science journalism,"Narrative account of Aserinsky's persistence, his relationship with Kleitman, and the eventual publication of the 1953 Science paper",https://www.smithsonianmag.com/science-nature/the-stubborn-scientist-who-unraveled-a-mystery-of-the-night-91514538/,"Used for biographical and narrative texture around the discovery."
ch05-003,5,2026-08-28,2024,Oxford Academic (SLEEP journal),"Who discovered REM sleep?",Peer-reviewed historical article,"Historical review of the REM discovery's priority and reception, and its role in launching modern sleep medicine",https://academic.oup.com/sleep/article/47/1/zsad232/7259816,"Peer-reviewed source; used to corroborate the discovery's significance and disputed priority questions."
ch05-004,5,2026-08-28,1953-09-04,Aserinsky & Kleitman (as described in secondary sources),"Regularly Occurring Periods of Eye Motility, and Concomitant Phenomena, During Sleep",Original journal publication (described via secondary sourcing),"The original 1953 Science paper reporting 3-4 nightly periods of eye movement, respiratory and body-movement changes, and dream recall in 20 adult subjects",https://psychiatryonline.org/doi/10.1176/pn.39.1.0022,"Cited via Psychiatric News retrospective; the original Science article itself is the primary source being described."
ch06-001,6,2026-08-28,2013,See ch03-001/ch03-002,"Edison's sleep claims",See chapter 3 sources,"Reused for the 'sleepless executive' framing established earlier in the book",,"Cross-reference to chapter 3 sourcing rather than a duplicate citation."
ch06-002,6,2026-08-28,2017-04,World Economic Forum,"The gene mutation that enables a few of us to thrive on less sleep",Science journalism,"Popular association of the DEC2 short-sleep mutation with Margaret Thatcher's reputation for sleeping four hours a night; caution that this is a media nickname, not confirmation she carried the mutation",https://www.weforum.org/stories/2017/04/not-sleeping-gene-mutation-california-research/,"Used carefully: the chapter should distinguish Thatcher's reported four-hour claim from any confirmed genetic testing, which was never reported."
ch06-003,6,2026-08-28,2020,Sit 'n Sleep (health/consumer blog citing researchers),"Think you need less sleep than most people? Maybe you have the 'Margaret Thatcher' gene",Consumer health article,"Popular framing of the 'Thatcher gene' nickname and the Falklands War catnap ('zizz') anecdote",https://www.sitnsleep.com/blogs/blog/think-you-need-less-sleep-than-most-people-maybe-you-have-the-margaret-thatcher-gene,"Secondary/consumer-grade source; used only for the widely repeated 'zizz' anecdote and nickname, flagged as such in text."
ch07-001,7,2026-08-28,2020,Harvard Division of Sleep Medicine,"Sleep, Performance, and Public Safety",University research-center explainer,"Summary linking operator fatigue to Three Mile Island (1979), Chernobyl (1986), the Exxon Valdez grounding (1989), and the Challenger disaster (1986), noting the shared night-shift/early-morning timing",https://healthysleep.med.harvard.edu/healthy/matters/consequences/sleep-performance-and-public-safety,"First-party university sleep-medicine source; central citation for the chapter's four-disaster framing."
ch07-002,7,2026-08-28,2017,Stanford (PH241 course page),"Nuclear Accidents and Sleep Deprivation",University course research page,"Additional detail and sourcing on the timing and human-factors findings in the Three Mile Island and Chernobyl accidents",http://large.stanford.edu/courses/2017/ph241/walker2/,"Used for supplementary detail; cross-checked against the Harvard summary above."
ch07-003,7,2026-08-28,2021-03-23,Andrew Gelman / Statistical Modeling, Causal Inference, and Social Science,"Chernobyl disaster and Matthew Walker's 'Why We Sleep'",Academic blog critique,"Challenges the strength of the specific claim that sleep deprivation was a primary cause of the Chernobyl accident, arguing the popularized version overstates the evidence",https://statmodeling.stat.columbia.edu/2021/03/23/chernobyl-disaster-and-matthew-walkers-why-we-sleep/,"Important counter-evidence: used to qualify the Chernobyl fatigue claim rather than repeat it uncritically; also foreshadows chapter 13."
ch08-001,8,2026-08-28,2019,ESMO (European Society for Medical Oncology),"Night Shift Work Classified as Probably Carcinogenic to Humans",Oncology news summary of IARC findings,"IARC's 2007 Group 2A classification of shift work involving circadian disruption as 'probably carcinogenic to humans,' based on sufficient animal evidence and limited human evidence for breast cancer",https://www.esmo.org/oncology-news/night-shift-work-classified-as-probably-carcinogenic-to-humans,"Used for the core 2007 classification claim."
ch08-002,8,2026-08-28,2019,ISGlobal,"IARC Retains 'Probably Carcinogenic' Classification for Night Shift Work",Research-institute summary,"2019 IARC re-evaluation retaining the Group 2A classification for night shift work",https://www.isglobal.org/en/-/iarc-retains-probably-carcinogenic-classification-for-night-shift-work,"Confirms the classification was reaffirmed, not merely proposed once."
ch08-003,8,2026-08-28,2024,ScienceDirect,"Night shift work and breast cancer risk — 2023 update of epidemiologic evidence",Peer-reviewed journal update,"Updated review of the epidemiological evidence underlying the IARC classification, including its limitations",https://www.sciencedirect.com/science/article/pii/S2667005424000838,"Used to preserve the qualification that human evidence remains limited rather than definitive."
ch08-004,8,2026-08-28,2019,PMC/NCBI,"IARC 2019: 'Night shift work' is probably carcinogenic: What about disturbed chronobiology in all walks of life?",Peer-reviewed commentary,"Discussion of the 2019 IARC re-evaluation and its implications beyond formal night-shift occupations",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6882045/,"Peer-reviewed source corroborating the 2019 reaffirmation and its stated evidentiary limits."
ch09-001,9,2026-08-28,2022-08-17,Christian Science Monitor,"School start times mandated in California to let teens sleep",News report,"California SB 328 background and framing as the first such statewide mandate",https://www.csmonitor.com/USA/Education/2022/0817/New-California-law-Let-teens-sleep-in-on-school-days,"General news corroboration of the law's novelty and intent."
ch09-002,9,2026-08-28,2019,EdSource,"California mandates later start times for middle and high school students",News report on the legislation,"SB 328 requires middle schools to start no earlier than 8:00 a.m. and high schools no earlier than 8:30 a.m., in place by the 2022-23 school year; based on AAP/CDC sleep-duration recommendations",https://edsource.org/2019/california-mandates-later-start-times-for-middle-and-high-school-students/618546,"Primary detail source for the law's specific requirements and timeline."
ch09-003,9,2026-08-28,2021,Sleep Health: Journal of the National Sleep Foundation,"Adolescent sleep health and school start times: Setting the research agenda for California and beyond",Peer-reviewed research summit summary,"CDC/AAP recommendation of 8-10 hours of sleep for ages 13-18; data that 73% of high schoolers and 58% of middle schoolers get less than recommended",https://www.sleephealthjournal.org/article/S2352-7218(21)00223-0/fulltext,"Peer-reviewed source for the underlying sleep-deficit statistics motivating the law."
ch09-004,9,2026-08-28,2024,Chad Aldeman,"Lessons from the First Statewide Mandate on School Start Times",Policy analysis,"Post-implementation research finding SB 328 increased the share of California students sleeping at least 8 hours per night by about 13 percentage points",https://www.chadaldeman.com/p/lessons-from-the-first-statewide,"Used for the law's measured effect after implementation."
ch10-001,10,2026-08-28,2026,The Zebra,"Drowsy Driving Statistics in 2026",Insurance-industry research summary citing NHTSA/AAA,"NHTSA estimate of 1,550+ annual drowsy-driving deaths, ~76,000 injuries, ~100,000 police-reported crashes, $12.5 billion in losses; AAA Foundation's higher estimate of ~328,000 drowsy-driving crashes annually",https://www.thezebra.com/resources/research/drowsy-driving-statistics/,"Figures should be presented as NHTSA/AAA estimates with noted vintage, not as a single precise annual count."
ch10-002,10,2026-08-28,2010,NHTSA National Center for Statistics and Analysis,"Drowsy driving research publication",Federal safety-agency report,"Underlying NHTSA data and methodology on drowsy-driving crash estimation",https://crashstats.nhtsa.dot.gov/Api/Public/ViewPublication/811449,"First-party federal source for the drowsy-driving crash estimates cited in secondary reporting."
ch10-003,10,2026-08-28,2021,Sleep Review,"Maggie's Law and Beyond",Trade-press feature on drowsy-driving law,"Maggie's Law (New Jersey, 2003), named for Maggie McDonnell, killed in 1997 by a driver who had not slept in 30 hours and was originally cited only for reckless driving; the law allows drowsy driving after 24+ hours awake to be prosecuted as vehicular homicide; only New Jersey and Arkansas have comparable statutes",https://sleepreviewmag.com/practice-management/laws-regulations/maggies-law-and-beyond/,"Central narrative and legal-history source for the chapter."
ch10-004,10,2026-08-28,2020,Governors Highway Safety Association,"Drowsy Driving",State-policy summary,"Overview of state-level drowsy-driving laws and enforcement approaches",https://www.ghsa.org/state-laws-issues/drowsy-driving,"Corroborates the rarity of explicit drowsy-driving statutes among U.S. states."
ch11-001,11,2026-08-28,2023,Johns Hopkins Bloomberg School of Public Health,"7 Things to Know About Daylight Saving Time",University public-health explainer,"Evidence of acute increases in heart attack and stroke risk after the spring clock change",https://publichealth.jhu.edu/2023/7-things-to-know-about-daylight-saving-time,"First-party university public-health source."
ch11-002,11,2026-08-28,2022-05-25,PubMed (peer-reviewed journal article),"Taking to 'heart' the proposed legislation for permanent daylight saving time",Peer-reviewed journal article,"Meta-analytic evidence of a modest but significant increase in heart-attack risk following the spring transition; medical argument against permanent DST specifically",https://pubmed.ncbi.nlm.nih.gov/35622532/,"Peer-reviewed source; also supports the AASM/SRBR position favoring permanent standard time over permanent DST."
ch11-003,11,2026-08-28,2026-07-16,Axios,"The hidden consequences of permanent daylight saving time",News analysis,"Congressional debate over the Sunshine Protection Act; concerns that eliminating standard time removes morning light important for circadian regulation",https://www.axios.com/2026/07/16/daylight-saving-congress-backlash-side-effects,"Recent (2026) reporting used for the current state of the permanent-DST legislative debate."
ch11-004,11,2026-08-28,2020,Research cited via PBS/CBC secondary reporting,"DST and traffic-accident risk",Research summary via news reporting,"A cited 2020 study finding the spring transition raises fatal traffic-accident risk by about 6%; other cited research finding an 18% increase in adverse medical events from human error around the transition",https://www.pbs.org/newshour/economy/daylight-saving-time-causes-lower-productivity-and-higher-health-care-costs-studies-say,"Secondary reporting aggregating multiple studies; present the 6% and 18% figures as reported findings from specific cited studies, not as book-verified original statistics."
ch12-001,12,2026-08-28,2021,Sleep Review,"A Short History of Sleeping Pills",Trade-press historical feature,"Overview of barbiturates, benzodiazepines, and Z-drugs (zolpidem introduced in Europe in 1988), and their relative effects on REM sleep",https://sleepreviewmag.com/sleep-disorders/insomnia/history-sleeping-pills/,"Central narrative source for the chapter's pharmacological history."
ch12-002,12,2026-08-28,2017-07-01,American Academy of Family Physicians (AFP journal),"Insomnia: Pharmacologic Therapy",Peer-reviewed clinical review,"Clinical detail on barbiturate GABA mechanism, benzodiazepine and Z-drug pharmacology, and orexin-receptor antagonists including suvorexant (Belsomra), introduced in 2014 as the first FDA-approved orexin antagonist for insomnia",https://www.aafp.org/pubs/afp/issues/2017/0701/p29.html,"Peer-reviewed clinical source for mechanism and regulatory/schedule detail."
ch12-003,12,2026-08-28,2022,Sleepwell (patient-education site citing clinical literature),"The History of Sleeping Pills",Patient-education summary,"Controlled-substance scheduling: zolpidem, zaleplon, zopiclone, and suvorexant as Schedule IV; pentobarbital and secobarbital as Schedule II",https://mysleepwell.ca/sleeping-pills/the-history-of-sleeping-pills/,"Used to corroborate scheduling classifications alongside the AFP clinical review."
ch13-001,13,2026-08-28,2019-11,Alexey Guzey,"Matthew Walker's 'Why We Sleep' Is Riddled with Scientific and Factual Errors",Independent research critique,"Detailed chapter-by-chapter critique of Matthew Walker's *Why We Sleep* (2017); Guzey reports spending roughly 130 hours fact-checking chapter 1 alone; alleges misrepresentation of sleep-deprivation therapy for depression and an altered reproduced chart",https://guzey.com/books/why-we-sleep/,"Primary source for the critique itself."
ch13-002,13,2026-08-28,2019-11-18,Andrew Gelman,"Is Matthew Walker's 'Why We Sleep' Riddled with Scientific and Factual Errors?",Academic blog coverage,"Amplification and academic discussion of Guzey's critique, including community and expert reaction",https://statmodeling.stat.columbia.edu/2019/11/18/is-matthew-walkers-why-we-sleep-riddled-with-scientific-and-factual-errors/,"Used for the controversy's reception within academic/statistical circles."
ch13-003,13,2026-08-28,2019-11-24,Andrew Gelman,"'Why We Sleep' update: some thoughts while we wait for Matthew Walker to respond to Alexey Guzey's criticisms",Academic blog follow-up,"Follow-up discussion noting Walker's lack of a public point-by-point response and continued discussion of specific disputed claims",https://statmodeling.stat.columbia.edu/2019/11/24/why-we-sleep-update-some-thoughts-while-we-wait-for-matthew-walker-to-respond-to-alexey-guzeys-criticisms/,"Used to note the absence of a full public rebuttal as of this reporting."
ch13-004,13,2026-08-28,2021-03-23,Andrew Gelman,"Chernobyl disaster and Matthew Walker's 'Why We Sleep'",Academic blog critique,"Specific challenge to the book's Chernobyl fatigue claim, tying back to chapter 7's disaster discussion",https://statmodeling.stat.columbia.edu/2021/03/23/chernobyl-disaster-and-matthew-walkers-why-we-sleep/,"Cross-referenced with ch07-003; same source used in both chapters for the Chernobyl-claim critique."
ch14-001,14,2026-08-28,2026,Wearable Wellness Guide,"Sleep Trackers Accuracy Guide (2026): Physician-Reviewed",Consumer-technology review with clinical input,"Comparative accuracy assessment of Oura, Whoop, and Eight Sleep against polysomnography (PSG) benchmarks",https://wearablewellnessguide.com/sleep-tracking/sleep-trackers/,"Used for the relative accuracy claims among leading consumer sleep-tracking devices."
ch14-002,14,2026-08-28,2024,Cross-sectional study cited via secondary reporting,"Orthosomnia prevalence study",Peer-reviewed-adjacent research summary,"523-adult cross-sectional study finding orthosomnia prevalence of roughly 3-14% depending on definition, with 35.8% of the sample regularly using a sleep-tracking wearable",https://back2sleep.eu/blogs/news/wearable-sleep-trackers-in-2026-do-they-really-improve-your-sleep,"Secondary summary of the orthosomnia prevalence study; present figures with the definitional caveat noted."
ch14-003,14,2026-08-28,2026-01-06,GlobeNewswire / DelveInsight,"Global Sleep Tech Devices Market Poised for Strong Growth",Market-research press release,"Sleep tech devices market estimates in the $29-35 billion range for 2026, projected toward $57 billion by 2030 at roughly 17-18% CAGR",https://www.globenewswire.com/news-release/2026/01/06/3214039/0/en/Global-Sleep-Tech-Devices-Market-Poised-for-Strong-Growth-at-a-CAGR-of-17-by-2032-Driven-by-Rising-Sleep-Disorder-Prevalence-DelveInsight.html,"Vendor market-research estimate; present as an estimate that varies across research firms, not a precise figure."
ch14-004,14,2026-08-28,2026,VerifiedMarketReports,"Global Sleep Economy Market Size, Growth Trends & Forecast",Market-research summary,"Broader 'sleep economy' valued at roughly $70.3 billion in 2026, projected to reach $89.94 billion by 2034",https://www.verifiedmarketreports.com/product/sleep-economy-market/,"Vendor estimate; cross-referenced in chapter 21 as well."
ch15-001,15,2026-08-28,2011-07-01,American Academy of Sleep Medicine,"Extended sleep improves the athletic performance of collegiate basketball players",Peer-reviewed research summary (press release of published study),"Cheri Mah's Stanford study: 11 men's varsity basketball players, 2005-2008, baseline period followed by 5-7 week sleep-extension period targeting 10 hours in bed nightly; results included faster 282-foot sprint times, higher free-throw and three-point shooting percentages, faster reaction time, less daytime sleepiness, improved mood",https://aasm.org/extended-sleep-improves-the-athletic-performance-of-collegiate-basketball-players/,"Central source for the study's design and headline results."
ch15-002,15,2026-08-28,2011-07-14,Stanford Medicine News,"Snooze, you win: it's true for achieving hoop dreams, says study",University press release,"Additional detail and direct framing of the study from Stanford's own communications office, including Mah's role as lead researcher",https://med.stanford.edu/news/all-news/2011/07/snooze-you-win-its-true-for-achieving-hoop-dreams-says-study.html,"First-party institutional source corroborating the AASM summary."
ch15-003,15,2026-08-28,2011,PubMed (SLEEP journal),"The effects of sleep extension on the athletic performance of collegiate basketball players",Peer-reviewed journal article,"Published, peer-reviewed version of the study's methodology and results",https://pubmed.ncbi.nlm.nih.gov/21731144/,"Primary peer-reviewed citation for the study."
ch15-004,15,2026-08-28,2024,Stanford Lifestyle Medicine,"Cheri Mah — bio page",Institutional biography,"Background on Mah's ongoing career applying sleep science to elite athletic performance",https://lifestylemedicine.stanford.edu/bio-mah,"Used for biographical context and to note her continued work with professional and Olympic athletes."
ch16-001,16,2026-08-28,2013-05,Slate,"Sleep deprivation in the military: Modafinil and the arms race for soldiers without fatigue",Long-form journalism,"Modafinil's 1999 FDA approval; U.S. Air Force use since the 2003 Iraq invasion; trial results showing troops functioning effectively for roughly 40-hour stretches on modafinil without the crash associated with older stimulants like dexedrine",https://www.slate.com/articles/health_and_science/superman/2013/05/sleep_deprivation_in_the_military_modafinil_and_the_arms_race_for_soldiers.html,"Central narrative source for the chapter's modafinil history."
ch16-002,16,2026-08-28,2025,Military Aerospace,"Researchers eye project to keep sleep-deprived warfighters alert on only three hours of sleep per day",Defense-trade journalism,"DARPA's RESTORE program, targeting precision control of sleep to sustain cognitive performance under a restriction to three hours of sleep daily",https://www.militaryaerospace.com/sensors/article/55267291/how-to-keep-sleep-deprived-warfighters-alert,"First-party-adjacent defense-trade reporting on a current DARPA solicitation."
ch16-003,16,2026-08-28,2025,Military Aerospace,"Neuromodulation like wearable devices and near-infrared light to keep warfighters alert",Defense-trade journalism,"DARPA's AWARE (Alert WARfighter Enablement) program combining pharmacological and electro-optical approaches to sustain alertness without side effects like anxiety or irritability",https://www.militaryaerospace.com/sensors/article/55280004/neuromodulation-like-wearable-devices-and-near-infrared-light-to-keep-warfighters-alert,"Corroborates the AWARE program alongside RESTORE."
ch16-004,16,2026-08-28,2005,Oxford Academic (Military Medicine),"Modafinil, Sleep Deprivation, and Cognitive Function in Military and Medical Settings",Peer-reviewed journal article,"Clinical and operational review of modafinil's use and effectiveness in military contexts",https://academic.oup.com/milmed/article-pdf/170/4/333/21978274/milmed.170.4.333.pdf,"Peer-reviewed source corroborating the operational claims in the Slate feature."
ch17-001,17,2026-08-28,2018-03,UC San Francisco,"Scientists Discover How Gene Mutation Reduces the Need for Sleep",University research communication,"Ying-Hui Fu's 2009 discovery of the DEC2 gene mutation in a family of natural short sleepers; mutation carriers averaged 6.25 hours of sleep nightly versus 8.06 hours for non-carriers; mechanism involves reduced suppression of MyoD1 and increased orexin production",https://www.ucsf.edu/news/2018/03/410051/scientists-discover-how-gene-mutation-reduces-need-sleep,"Primary institutional source for the DEC2 mechanism and history."
ch17-002,17,2026-08-28,2019-08,UC San Francisco,"Archive: After 10-Year Search, Scientists Find Second 'Short Sleep' Gene",University research communication,"UCSF's identification of a second natural short-sleep gene a decade after the DEC2 discovery",https://www.ucsf.edu/news/2019/08/415261/archive-after-10-year-search-scientists-find-second-short-sleep-gene,"Used to establish that DEC2 is not the only known short-sleep mutation, while noting both remain rare."
ch17-003,17,2026-08-28,2019-09,Psychology Today,"Cracking the Genetic Code of People Who Need Less Sleep",Science journalism,"Accessible summary of the short-sleep genetics research program and its implications",https://www.psychologytoday.com/us/blog/the-athletes-way/201909/cracking-the-genetic-code-of-people-who-need-less-sleep,"Used for narrative framing alongside the UCSF institutional sources."
ch18-001,18,2026-08-28,2025,American Academy of Sleep Medicine,"A 'sleep divorce' is common among couples",Survey press release,"AASM survey finding roughly 31% of U.S. adults practice some form of sleep divorce (13% separate bed, same room; 21% separate room); age breakdown showing 35-44 year-olds most likely (39%) and 65+ least likely (18%); over one-third of separate-room sleepers cite partner-related disruption as the reason",https://aasm.org/new-survey-data-sleep-divorce/,"Primary survey source for the chapter's core statistics."
ch18-002,18,2026-08-28,2026,Fawcett Mattress,"Sleep Divorce Statistics: How Many Couples Sleep Apart in 2026",Industry blog citing survey and market data,"Generational breakdown (millennials 43% vs. baby boomers 22%) and mattress-industry response, including adjustable-bed market figures",https://fawcettmattress.com/blogs/news/sleep-divorce-statistics,"Industry-sourced; cross-check generational figures against the AASM release where they overlap."
ch18-003,18,2026-08-28,2024-07-18,News-Medical.net,"'Sleep divorce' trend reflects changing attitudes toward sleep and relationships",Science/health journalism,"Broader framing of sleep divorce as a shift in cultural attitudes rather than purely a relationship-conflict indicator",https://www.news-medical.net/news/20240718/Sleep-divorce-trend-reflects-changing-attitudes-toward-sleep-and-relationships.aspx,"Used for interpretive framing alongside the primary survey data."
ch18-004,18,2026-08-28,2025,Grand View Research (via industry secondary reporting),"Adjustable bed market valuation",Market-research estimate,"Global adjustable-bed market valued at $4.56 billion in 2024, projected to reach $8.44 billion by 2031 (9.2% CAGR); roughly 48% of mattress shoppers now prefer adjustable-feature beds",https://fawcettmattress.com/blogs/news/sleep-divorce-statistics,"Same secondary source as ch18-002; figures presented as vendor market-research estimates."
ch19-001,19,2026-08-28,2020,PMC/NCBI,"Longitudinal Change in Sleep and Daytime Sleepiness in Postpartum Women",Peer-reviewed journal article,"Postpartum sleep data: first-time mothers averaging 4.4 hours of sleep nightly in the first postpartum week versus 7.8 hours pre-pregnancy; longest uninterrupted sleep stretch falling from 5.6 to 2.2 hours; only 4.1 hours of uninterrupted sleep by 13 weeks postpartum",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4117520/,"Peer-reviewed primary source for the postpartum sleep-deprivation statistics."
ch19-002,19,2026-08-28,2017,PMC/NCBI,"Sleep in the Postpartum: Characteristics of First-Time, Healthy Mothers",Peer-reviewed journal article,"Additional peer-reviewed data corroborating the severity and duration of postpartum sleep disruption",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5664311/,"Corroborating peer-reviewed source alongside ch19-001."
ch19-003,19,2026-08-28,2023,MIT Economics (Quarterly Journal of Economics working paper),"The Economic Consequences of Increasing Sleep Among the Urban Poor",Academic working paper,"Field research on the causal relationship between sleep and economic/cognitive outcomes among low-income populations",https://economics.mit.edu/sites/default/files/2022-09/economic-sleep-qje.pdf,"Peer-reviewed-track academic source for the economics-of-poverty-and-sleep argument."
ch19-004,19,2026-08-28,2023,American Inequality (Substack, citing published research),"The Hidden Costs of Insufficient Sleep",Data journalism,"Summary finding that people in poverty report the least sleep in the U.S., including that roughly 13% of newly unemployed people get four hours of sleep or less nightly, about half the average for the regularly employed",https://americaninequality.substack.com/p/sleep-and-inequality,"Secondary data-journalism source; used for the unemployment/sleep-duration statistic, flagged as sourced via this outlet."
ch19-005,19,2026-08-28,2022,STAT News,"Racism leads to troubled sleep — and it's putting Black Americans' heart health at risk",Health journalism,"Discussion of historical redlining's role in creating neighborhood conditions (noise, light, pollution) linked to persistent racial sleep disparities, and the cardiovascular consequences",https://www.statnews.com/2022/12/20/sleep-racism-heart-disease/,"Used for the historical-housing-policy dimension of sleep inequality."
ch20-001,20,2026-08-28,2017,CNN Money,"Arianna Huffington wants to help fix our 'culture of burnout'",Business journalism,"Huffington's 2007 collapse from exhaustion at her desk, resulting in a broken cheekbone; described as the turning point leading to her advocacy for sleep and workplace wellbeing",https://money.cnn.com/2018/03/26/news/companies/arianna-huffington-thrive-global/index.html,"Central biographical source for the chapter's opening anecdote."
ch20-002,20,2026-08-28,2020,Forbes,"How Arianna Huffington Is Transforming America's Workplace To Benefit You",Business journalism,"Huffington's departure from The Huffington Post in August 2016 to run Thrive Global full-time; the company's workplace-wellbeing mission",https://www.forbes.com/sites/bryanrobinson/2020/01/15/how-arianna-huffington-the-meryl-streep-of-businesswomen-is-transforming-americas-workplace/,"Corroborates the Thrive Global founding narrative and timeline."
