id,year,author_or_institution,title,source_type,book_use,url
ch05-iprgc-webvision,2011,"Dustin M. Graham, Kwoon Y. Wong",Melanopsin-Expressing Intrinsically Photosensitive Retinal Ganglion Cells,Peer-reviewed reference chapter,"Explains the discovery of melanopsin and ipRGCs as a third retinal photoreceptor system, motivated by circadian light responses persisting in mice and humans lacking functional rods and cones.",https://www.ncbi.nlm.nih.gov/books/NBK27326/
ch05-non24-blind-treatment,2017,Multiple authors,Diagnosis and Treatment of Non-24-Hour Sleep-Wake Disorder in the Blind,Peer-reviewed journal article,"Documents that Non-24 sleep-wake disorder occurs in 55-70% of totally blind individuals because loss of light perception removes circadian entrainment, with melatonin-based treatment described. Natural-experiment evidence for how essential the photic entrainment channel is.",https://pubmed.ncbi.nlm.nih.gov/28229310/
ch06-cdc-sleep-faststats,2026,U.S. Centers for Disease Control and Prevention,FastStats: Sleep in Adults,Official government statistics,"Reports that 30.5% of U.S. adults surveyed in 2024 slept fewer than the recommended seven hours per night, with only about half waking feeling well-rested most days. Primary statistical source for the scale of insufficient sleep.",https://www.cdc.gov/sleep/data-research/facts-stats/adults-sleep-facts-and-stats.html
ch06-rand-economic-cost-sleep,2016,"RAND Corporation (Marco Hafner, Martin Stepanek, Jirka Taylor, Wendy M. Troxel, Christian van Stolk)",Why Sleep Matters: Quantifying the Economic Costs of Insufficient Sleep,Research institute report,"Estimates the U.S. economy loses up to $411 billion a year (2.28% of GDP) to insufficient sleep, with comparative figures for the UK, Canada, Germany, and Japan. Central economic-cost source for the sleep-debt chapter.",https://www.rand.org/pubs/periodicals/health-quarterly/issues/v6/n4/11.html
ch06-walker-critique-gelman,2019,Andrew Gelman (summarizing Alexey Guzey's critique),Is Matthew Walker's Why We Sleep Riddled with Scientific and Factual Errors,Academic blog analysis of a published critique,"Documents specific factual and statistical errors identified in Matthew Walker's popular book Why We Sleep, including a misleadingly altered chart, and the university inquiry that found no formal misconduct. Used as a cautionary case study on popular sleep science outrunning its evidence, not as a source for sleep-science facts.",https://statmodeling.stat.columbia.edu/2019/11/18/is-matthew-walkers-why-we-sleep-riddled-with-scientific-and-factual-errors/
ch07-edison-rutgers-archive,2020,Rutgers University (Thomas A. Edison Papers Project),Life of Thomas Alva Edison and Companies,Institutional historical archive,"Documents Edison's 1863-1869 night-shift telegraphy work, the 1881 Newark lamp factory, and the 1882 Pearl Street commercial electric light station in Manhattan. Institutional archive source for the history of electric light enabling continuous industrial operation.",https://edison.rutgers.edu/life-of-edison/companies
ch07-edison-first-in-human-trial,2017,National Institutes of Health (PMC),Ford and Edison in a Modern Regulatory Environment: The First-in-Human Trial of Night-Work and Artificial Light,Peer-reviewed journal article,"Frames Edison's introduction of electric light as, in effect, mass unregulated human experimentation with night work and artificial light exposure, adopted before its physiological costs were understood.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5356371/
ch08-chernobyl-wikipedia-summary,1986,Wikipedia contributors,Chernobyl Disaster,Tertiary summary of investigated events,"Provides consolidated timeline and casualty detail for the April 26 1986 disaster, corroborating the 1:23 a.m. test start and night-shift staffing already sourced to ch01-chernobyl-timeline-laka and ch01-holloway-catastrophe-after; used only for uncontroversial chronology and casualty facts.",https://en.wikipedia.org/wiki/Chernobyl_disaster
ch08-optalert-disaster-fatigue,2023,Optalert (workplace fatigue research summary),How Fatigue Played a Role in Some of the World's Biggest Disasters,Industry safety research summary,"States that Chernobyl investigators attributed operator fatigue, following 13-hour shifts, as a leading contributor to the human error behind the explosion. Industry-safety synthesis, flagged in prose as distinct from a formal accident-investigation finding.",https://www.optalert.com/how-fatigue-played-a-role-in-some-of-the-worlds-biggest-disasters/
ch09-ifpo-circadian-shift-work,2016,International Foundation for Protection Officers,Circadian Rhythms and Shift Work,Industry safety education article,"States that the hours between 3 and 5 a.m. are a period of lowest alertness and cites a 30% increase in human-error incidents on night shift relative to morning shift; discussed alongside the Three Mile Island case.",https://ifpo.org/resource-links/articles-and-reports/officer-issues/circadian-rhythms-shift-work/
ch10-bhopal-smithsonian,2024,Smithsonian Magazine,The World's Deadliest Industrial Disaster Exposed 500000 People to Toxic Gas,Journalistic historical account,"Documents that the Bhopal leak was discovered around 11:30 p.m. on December 2 1984, with catastrophic release after midnight, and that halving the night-shift operator count left the plant severely under-resourced. Primary journalistic account of the Bhopal timeline and night-shift staffing.",https://www.smithsonianmag.com/smart-news/the-worlds-deadliest-industrial-disaster-exposed-500000-people-to-toxic-gas-and-claimed-thousands-of-lives-180985434/
ch10-bhopal-osu-origins,2019,Ohio State University Origins,The Bhopal Chemical Gas Disaster,University public-history project,"Historical account of the understaffing, substandard safety procedures, and dismissive initial response by the night-shift supervisor at the Union Carbide plant, corroborating staffing and decision-making detail.",https://origins.osu.edu/read/bhopal-chemical-gas-disaster
ch11-exxon-valdez-wapo-obit,2022,Washington Post,Joseph Hazelwood Exxon Valdez Captain in 1989 Alaska Spill Dies at 75,Journalistic obituary and historical account,"Confirms third mate Gregory Cousins was on watch, fatigued after covering for an exhausted colleague, when the Exxon Valdez ran aground on Bligh Reef at 12:04 a.m. on March 24 1989. Primary journalistic source for the timeline and crew-fatigue detail.",https://www.washingtonpost.com/obituaries/2022/09/11/hazelwood-exxon-valdez-spill-dies/
ch11-exxon-valdez-marine-insight,2023,Marine Insight,The Complete Story of the Exxon Valdez Oil Spill,Maritime-industry historical account,"Details the National Transportation Safety Board finding that crew fatigue and the third mate's failure to make a scheduled turn contributed to the grounding.",https://www.marineinsight.com/maritime-history/the-complete-story-of-the-exxon-valdez-oil-spill/
ch12-senate-flight-3407-hearing,2010,U.S. Senate Committee on Commerce Science and Transportation,Aviation Safety: One Year After the Crash of Flight 3407,Congressional hearing record,"Official congressional record of the February 12 2009 Colgan Air Flight 3407 crash near Buffalo New York and the fatigue and commuting concerns it raised.",https://www.govinfo.gov/content/pkg/CHRG-111shrg56412/html/CHRG-111shrg56412.htm
ch12-forensis-colgan-ntsb,2010,Forensis Group,Colgan Air Flight 3407 Crash: NTSB Findings Pilot Training Issues and Aviation Litigation,Legal and engineering analysis of NTSB findings,"Summarizes the NTSB probable-cause finding centered on crew response to the stick shaker, the extensive pilot-commuting patterns at Colgan Air (about 20% of pilots commuting over 1000 miles), and the board's decision to raise fatigue as a contributing concern without naming it a causal factor. Preserves the contributing-versus-causal distinction as counter-evidence against an overstated fatigue narrative.",https://www.forensisgroup.com/resources/expert-legal-witness-blog/colgan-air-flight-3407-aeronautical-engineering-crash-litigation-in-re-air-crash-near-clarence-center-new-york-2009
ch12-faa-part-117-rule,2012,Federal Register (Federal Aviation Administration),Clarification of Flight Duty and Rest Requirements (14 CFR Part 117),Federal regulatory record,"Documents the FAA's January 2012 final rule overhauling pilot flight duty and rest requirements, enacted after the 2010 Airline Safety and FAA Extension Act directed science-based reform following Flight 3407.",https://www.federalregister.gov/documents/2013/03/05/2013-05083/clarification-of-flight-duty-and-rest-requirements
ch13-iarc-classification-isglobal,2019,International Agency for Research on Cancer (summarized by ISGlobal),IARC Retains Probably Carcinogenic Classification for Night Shift Work,Research institute summary of an official classification,"Documents IARC's 2007 classification of shift work involving circadian disruption as a Group 2A probable human carcinogen, reaffirmed in 2019, based on limited human evidence and adequate animal evidence.",https://www.isglobal.org/en/-/iarc-retains-probably-carcinogenic-classification-for-night-shift-work
ch13-shiftwork-causality-debate,2010,Multiple authors,Attributing the Burden of Cancer at Work: Three Areas of Concern When Examining the Example of Shift-Work,Peer-reviewed journal commentary,"Raises confounding (self-reported schedules, smoking, diet) and the limits of epidemiological evidence behind the shift-work cancer classification. Central counter-evidence source preserving the scientific debate about causality.",https://epi-perspectives.biomedcentral.com/articles/10.1186/1742-5573-8-4/comments
ch14-libby-zion-wapo,2006,Washington Post,A Case That Shook Medicine,Journalistic historical account,"Documents the October 1984 death of 18-year-old Libby Zion at New York Hospital under the care of overworked, under-supervised medical residents, and her father's subsequent campaign for reform.",https://www.washingtonpost.com/wp-dyn/content/article/2006/11/24/AR2006112400985.html
ch14-resident-hours-evolution,2018,KevinMD (physician commentary),The Evolution of Residents Hours,Physician commentary and historical summary,"Traces the path from the Bell Commission's recommended 80-hour resident workweek, adopted by New York State in 1989, to the ACGME's 2003 national 80-hour standard.",https://kevinmd.com/2018/11/the-evolution-of-residents-hours.html
ch14-nursing-night-shift-errors,2026,Medicine (Wolters Kluwer journal),Nursing Performance Medication Error and Patient Safety Concerning Night Shift Rotations,Peer-reviewed journal article,"Reports that night-shift medication errors were far more likely to result in harm (74%) than day-shift errors (18%), and that most medication errors (65.8%) occurred during night shift. Central quantitative source for the night-shift nursing error data.",https://www.ovid.com/jnls/md-journal/fulltext/10.1097/md.0000000000048260~nursing-performance-medication-error-and-patient-safety
ch15-dulles-jetlag-wapo,2015,Washington Post,How Jet Lag Hurts Diplomats Without Them Even Realizing It,Journalistic historical and scientific account,"Recounts Secretary of State John Foster Dulles's jet-lagged 1956 negotiation over Aswan Dam financing, followed by the surprise announcement that Egypt had purchased Soviet weapons, as a historical illustration of travel fatigue affecting high-stakes decisions.",https://www.washingtonpost.com/posteverything/wp/2015/05/20/how-jet-lag-hurts-diplomats-without-them-even-realizing-it/
ch15-mlb-jetlag-pnas,2017,Multiple authors,How Jet Lag Impairs Major League Baseball Performance,Peer-reviewed journal article,"Uses 20 years of MLB data to show jet lag measurably and specifically affects skills including pitching and base running, at times erasing home-field advantage. Primary quantitative sports-science source for jet lag's performance effects.",https://www.pnas.org/doi/10.1073/pnas.1608847114
ch15-nba-eastward-jetlag,2022,Multiple authors,Eastward Jet Lag Is Associated with Impaired Performance and Game Outcome in the National Basketball Association,Peer-reviewed journal article,"Finds eastward travel associated with impaired NBA home-game performance after adjusting for covariates, consistent with jet-lag mechanisms. Corroborates direction-dependent jet lag effects across leagues.",https://pmc.ncbi.nlm.nih.gov/articles/PMC9245584/
ch16-chronotherapy-radiation-oncology,2021,National Institutes of Health (PMC),The Time for Chronotherapy in Radiation Oncology,Peer-reviewed journal review,"Reviews evidence that toxicity and efficacy of several anticancer drugs vary by more than 50% depending on time of administration, with specific timing improving outcomes for cisplatin, 5-fluorouracil, and doxorubicin combinations.",https://pmc.ncbi.nlm.nih.gov/articles/PMC8144648/
ch16-checkpoint-inhibitor-timing,2024,Multiple authors,Why Does Circadian Timing of Administration Matter for Immune Checkpoint Inhibitors Efficacy,Peer-reviewed journal review,"Summarizes retrospective evidence that early-in-day infusion of immune checkpoint inhibitors was associated with up to fourfold better progression-free or overall survival compared with late-day infusion.",https://www.nature.com/articles/s41416-024-02704-9
ch17-mah-stanford-basketball-sleep,2011,"Cheri D. Mah, Kenneth E. Mah, Eric J. Kezirian, William C. Dement",The Effects of Sleep Extension on the Athletic Performance of Collegiate Basketball Players,Peer-reviewed journal article,"Documents that Stanford men's basketball players who extended nightly sleep by an average of 110.9 minutes improved sprint time from 16.2 to 15.5 seconds and shooting accuracy by 9%, with better mood and reaction time. Primary study for the athletic-performance chapter.",https://pubmed.ncbi.nlm.nih.gov/21731144/
ch18-aap-school-start-times,2014,American Academy of Pediatrics,School Start Times for Adolescents,Official medical-organization policy statement,"Recommends that middle and high schools start no earlier than 8:30 a.m., citing adolescent circadian phase delay as a key modifiable contributor to insufficient teen sleep. Primary policy-statement source for the school-start-time chapter.",https://publications.aap.org/pediatrics/article/134/3/642/74175/School-Start-Times-for-Adolescents
ch18-cdc-healthy-schools-sleep,2015,U.S. Centers for Disease Control and Prevention,Sleep and Health (Healthy Schools),Official government health guidance archive,"CDC guidance endorsing later school start times to address adolescent sleep insufficiency and circadian misalignment.",https://archive.cdc.gov/www_cdc_gov/healthyschools/sleep.htm
ch19-light-pollution-melatonin,2019,Christopher Kyba and colleagues (summarized for the public),Light Pollution Can Suppress Melatonin Production in Humans and Animals,Peer-reviewed research summarized for the public,"Reports illuminance thresholds at which artificial light at night suppresses melatonin (as low as 6 lux in sensitive humans, lower for blue-shifted light), and links nighttime light exposure to sleep, metabolic, and mood disruption.",https://www.sciencedaily.com/releases/2019/12/191219111431.htm
ch19-alan-melatonin-epigenome,2015,Royal Society (Philosophical Transactions B),Artificial Light at Night: Melatonin as a Mediator Between the Environment and Epigenome,Peer-reviewed journal review,"Reviews mechanisms by which artificial light at night disturbs nocturnal melatonin production and downstream health associations, including epidemiological co-distribution with breast cancer incidence.",https://royalsocietypublishing.org/rstb/article/370/1667/20140121/30156/Artificial-light-at-night-melatonin-as-a-mediator
ch20-crypto-trader-burnout,2026,Forbes (Digital Assets),How Crypto Traders Navigate Volatility and Mental Health,Journalistic report on industry research,"Documents burnout patterns specific to 24/7/365 cryptocurrency markets, including survey findings that 88% of traders check prices more than 40 times daily and 71% experience sleep disturbance tied to market volatility.",https://www.forbes.com/sites/digital-assets/2025/11/20/how-crypto-traders-navigate-volatility-and-mental-health/
ch20-async-global-teams,2026,Anh N. Tran,Collaborating Across Time Zones: Digital Platforms Asynchronous Practices and Performance in Global Virtual Teams,Academic working paper,"Finds that effective collaboration in low-time-zone-overlap teams depends on documentation and asynchronous practices rather than default synchronous communication, and that real-time communication effectiveness declines with each hour of time difference.",https://papers.ssrn.com/sol3/papers.cfm?abstract_id=7220258
