id,year,author_or_institution,title,source_type,book_use,url
kahneman-1990,1990,Daniel Kahneman; Jack Knetsch; Richard Thaler,Experimental Tests of the Endowment Effect and the Coase Theorem,Academic journal article (primary),Coffee-mug endowment-effect experiment; median WTA $5.25 vs WTP $2.75,https://web.mit.edu/curhan/www/docs/Articles/15341_Readings/Behavioral_Decision_Theory/Kahneman_et_al_1990_Experimental_tests.pdf
beeple-2021,2021,Artnet News / Bloomberg,Beeple 'Everydays' NFT sale at Christie's,Contemporaneous journalism,March 2021 ten-day online auction; 33 bidders; opening $100; final $60.25M hammer / $69.3M with fees; final-two-minutes escalation,https://news.artnet.com/market/christies-nft-beeple-69-million-1951036
barrett-2012,2012,North Yorkshire Trading Standards / CMS Law,Paul Barrett eBay shill-bidding conviction (UK),Legal record and law-firm analysis,"UK seller convicted under Consumer Protection from Unfair Trading Regulations; approx GBP5,000 fine and 250 hours community service",https://cms.law/en/gbr/legal-updates/consumer-protection-from-unfair-trading-ebay-seller-guilty-of-shill-bidding
nyc-donnelly-2010,2010,NYC Criminal Lawyer (legal reference),Donnelly Act prosecutions of online shill bidding,Legal reference,New York's Donnelly Act used against shill-bidding rings; felony penalties up to 4 years and six-figure fines,https://nyccriminallawyer.com/fraud-charge/auction-fraud/shill-bidding/
beltracchi-2011,2011,German court records / contemporaneous press,Wolfgang Beltracchi forgery conviction,Legal record and contemporaneous journalism,"Beltracchi's fabricated-provenance forgeries sold through major auction houses and dealers; titanium-pigment forensic detection; 2011 conviction, 6-year sentence",https://edition.cnn.com/style/article/wolfgang-helen-beltracchi-forgers
vanmeegeren-1945,1945,Britannica / History Hit,Han van Meegeren Vermeer forgery and Goring trade,Historical/biographical reference,Van Meegeren's forged 'Christ with the Woman Taken in Adultery' traded to Goring for 137 paintings; 1945 arrest; live-observed forgery defense,https://www.britannica.com/biography/Han-van-Meegeren
nationalgallery-2011,2011,"National Gallery, London / contemporaneous press",2011 Salvator Mundi exhibition,Institutional record and journalism,National Gallery's 2011 Leonardo exhibition display of Salvator Mundi as part of its market-credibility-building history,https://www.britannica.com/topic/Salvator-Mundi-by-da-Vinci
rybolovlev-2019,2019,Multiple outlets (litigation coverage),Rybolovlev v. Bouvier litigation,Contemporaneous legal journalism,Rybolovlev's $127.5M 2013 purchase; subsequent multi-jurisdiction fraud litigation against dealer Yves Bouvier over markups,https://www.theartnewspaper.com/2022/11/15/five-years-since-the-450m-salvator-mundi-sale-a-first-hand-account-of-the-nonsensical-auction
modestini-2018,2018,CultureGrrl / conservator statements,Dianne Modestini's Salvator Mundi restoration,Journalism and conservator public statements,"Decade-long restoration; damaged curls, worm-tunnel losses, repainted background; 'Leonardo-ized' criticism",https://www.artsjournal.com/culturegrrl/2018/11/leonardo-canards-conservator-dianne-modestini-debunks-doubts-over-the-elusive-salvator-mundi.html
artbasel-2025,2025,Art Basel / UBS (Clare McAndrew),The Art Market 2025/2026 report,Industry research report,Global art market sales approx $55-68B in recent years; auction vs dealer sales split,https://www.artbasel.com/news/the-art-basel-and-ubs-global-art-market-report-2025?lang=en
chegg-guarantor-2017,2017,Forbes / contemporaneous auction reporting,Guarantor speculation - Pierre Chen,Contemporaneous journalism (unconfirmed identification),Art journalist identification of Pierre Chen as the likely guarantor; never officially confirmed by Christie's,https://www.chegg.com/homework-help/questions-and-answers/1-salvator-mundi-guarantor-100-million-describe-function-guarantor-guarantor--guarantees-p-q118021755
artnews-2025,2025,ArtNews / Sotheby's,2015 Picasso and 2025 Klimt auction records,Contemporaneous journalism,2015 Picasso 'Women of Algiers' at approx $179.4M; 2025 Klimt portrait passing $236M at Sotheby's,https://www.artnews.com/list/art-news/market/most-expensive-artworks-ever-sold-at-auction-1234736898/
coase-1959,1959,Ronald Coase,The Federal Communications Commission,"Academic journal article (primary, via secondary synthesis)",Original proposal to auction spectrum licenses rather than allocate by hearing or lottery,https://priceonomics.com/the-spectrum-auction-how-economists-saved-the-day/
cramton-1997,1997,Peter Cramton,The FCC Spectrum Auctions: An Early Assessment,Academic paper (primary),"1994 first simultaneous ascending auction ($617M, 47 rounds); Dec 1994 broadband PCS auction (approx $7B, 99 licenses)",https://cramton.umd.edu/papers1995-1999/97jems-fcc-spectrum-auctions.pdf
scotus-nextwave-2003,2003,U.S. Supreme Court / ABI Journal,FCC v. NextWave Personal Communications,Legal record and legal-press analysis,"NextWave's $4.74B C-block win, bankruptcy, and 2003 Supreme Court ruling against FCC license revocation",https://www.law.cornell.edu/supct/html/01-653.ZO.html
india2g-2012,2012,Deccan Herald / Supreme Court of India,India's 2008 2G spectrum allocation and 2012 cancellation,Legal record and contemporaneous journalism,First-come-first-served 2008 allocation; CAG estimated losses; Feb 2012 Supreme Court cancellation of 122 licenses and order to auction,https://theworld.org/stories/2012/02/02/india-2g-spectrum-case-supreme-court-revokes-122-telecom-licenses
fcc-cband-2021,2021,FCC,C-band auction (Auction 107) results,Official regulatory record,"Approx $81.1B gross winning bids; 21 winning bidders; 5,684 licenses; record spectrum auction",https://www.fcc.gov/document/fcc-announces-winning-bidders-c-band-auction
connolly-2018,2018,"Connolly, Lim, Mitchell, Trivedi (SSRN)",The 2016 FCC Broadcast Incentive Auction,Academic paper (primary),"Two-sided incentive auction design; forward bidders revealed at least $19.3B, broadcasters revealed at most $10B cost; Milgrom-led Auctionomics team",https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3142228
klemperer-2002,2002,Paul Klemperer; Ken Binmore,The Biggest Auction Ever: The Sale of the British 3G Telecom Licences,Academic paper (primary),UK 2000 3G auction raised GBP22.5B (approx 2.5% of GNP); design rationale and outcome,https://pages.stern.nyu.edu/~wgreene/entertainmentandmedia/3G-Auction.pdf
gsmhistory-2000,2000,GSM History (contemporaneous press synthesis),European 3G auction results and telecom debt crisis,Historical/industry synthesis,"UK GBP22.5B, Germany approx EUR50.8B; subsequent telecom-sector debt crisis and share-price collapse",http://www.gsmhistory.com/3g_auction/
wsws-2001,2001,World Socialist Web Site,BT and European telecom 3G debt crisis 2001,Contemporaneous journalism,BT approx GBP9.5B spent on UK and German licenses; approx GBP30B total debt by 2001; market-value collapse; France Telecom and Deutsche Telekom figures,https://www.wsws.org/en/articles/2001/03/bt-m24.html
g4gblog-2012,2012,3G4G Blog (academic synthesis),Netherlands 2000 3G auction result and comparison,Industry/academic synthesis,Dutch auction raised approx EUR170 per capita vs UK's approx EUR650 per capita; five bidders for five licenses; Dutch Finance Ministry bond-issue disappointment,https://blog.3g4g.co.uk/2012/12/spectrum-auction-results-from.html
cornell-mannesmann-2018,2018,Cornell Networks course blog (citing Klemperer/Binmore),Mannesmann-T-Mobile signaling in the 1999 German GSM auction,Academic/course synthesis (citing primary literature),18.18 million DM jump bid interpreted as a collusive signal; T-Mobile's retreat to the implied division,https://blogs.cornell.edu/info2040/2018/09/12/the-greatest-auction-ever-focusing-on-the-uk-3g-auction-2000/
gale-1962,1962,David Gale; Lloyd Shapley,College Admissions and the Stability of Marriage,Academic journal article (primary),Deferred-acceptance algorithm; proof that a stable matching always exists,https://blogs.cornell.edu/info2040/2016/09/16/matching-doctors-to-residencies-and-the-gale-shapley-algorithm
roth-1984,1984,Alvin Roth,The Evolution of the Labor Market for Medical Interns and Residents,"Academic paper (primary, via secondary synthesis)",Identification of the NRMP's algorithm as a close cousin of Gale-Shapley deferred acceptance; stability as the reason for the NRMP's success,https://www.leadafrik.com/learn/nobel-economics/roth-shapley
roth-2004,2004,Alvin Roth; Tayfun Sonmez; Utku Unver,Kidney Exchange,Academic journal article (primary),Chain/cycle matching for incompatible donor-recipient pairs; foundation of national kidney-exchange programs,https://www.nber.org/papers/w10002
abdulkadiroglu-2005,2005,Atila Abdulkadiroglu; Parag Pathak; Alvin Roth; Tayfun Sonmez,Changing the Boston School Choice Mechanism,Academic working paper (primary),Empirical case against the Boston priority-matching mechanism; strategic vulnerability for families ranking a competitive first choice honestly; basis for the 2005 reform,https://www.nber.org/papers/w11965
abdulkadiroglu-2009,2009,Atila Abdulkadiroglu; Parag Pathak; Alvin Roth,NYC high school match redesign,"Academic paper (primary, via secondary synthesis)",Pre-reform NYC system failed to match a large share of students to any listed school; deferred-acceptance-based redesign,https://web.stanford.edu/~niederle/School%20Matching%20Systems.pdf
nobel-2012,2012,Nobel Prize committee,2012 Prize in Economic Sciences - Roth and Shapley,Official prize citation,For the theory of stable allocations and the practice of market design,https://www.nobelprize.org/prizes/economic-sciences/2012/popular-information/
roth-2007,2007,Alvin Roth,Repugnance as a Constraint on Markets,Academic journal article (primary),"Concept of 'repugnant' transactions (organs, paid surrogacy) as a real constraint on market design distinct from technical feasibility",https://www.ubs.com/microsites/nobel-perspectives/en/laureates/alvin-roth.html
transplantintl-2020,2020,Alvin Roth (and international kidney-exchange literature),International kidney-exchange adoption,Academic/reference synthesis,"Kidney-exchange adoption in the UK, Netherlands and South Korea; South Korea's independent 1990s informal paired-exchange practice",https://onlinelibrary.wiley.com/doi/abs/10.1111/tri.13656
greghal-2026,2026,Greg Hal (industry history synthesis),History of the Google Ads auction mechanics,Industry/trade synthesis,Bill Gross/GoTo.com pay-per-click origin (Feb 1998); Google AdWords Oct 2000 launch; Feb 2002 AdWords Select relaunch with generalized second-price pricing,https://greghal.no/en/blog/google-ads-auction-mechanics-history/
edelman-2007,2007,Benjamin Edelman; Michael Ostrovsky; Michael Schwarz,Internet Advertising and the Generalized Second-Price Auction,Academic journal article (primary),"Formal analysis of GSP; demonstrates GSP does not, unlike Vickrey's single-item case, generally make truthful bidding a dominant strategy",https://www.nber.org/system/files/working_papers/w11765/w11765.pdf
btlj-yahoo-2004,2004,Berkeley Technology Law Journal,Yahoo's acquisition of Overture and competitive decline vs AdWords,Legal/business analysis,Yahoo's 2003 Overture acquisition; inherited first-price model; competitive gap against Google's GSP design,https://www.btlj.org/data/articles2015/vol20/20_1_AR/20-berkeley-tech-l-j-0405-0442.pdf
statista-alphabet-2026,2026,Alphabet Inc. (reported via Statista),2025 annual advertising revenue disclosure,Company financial disclosure,2025 Google advertising revenue approx $294.7B (approx $224.5B search); total Alphabet revenue approx $402.8B,https://www.statista.com/statistics/266249/advertising-revenue-of-google/
whiteops-2016,2016,White Ops (Human Security) / contemporaneous press,Methbot ad-fraud botnet,Cybersecurity research report and contemporaneous journalism,500k+ dedicated IPs; approx 300M fake video views per day; $3-5M per day extracted; custom browser to evade detection,https://www.forbes.com/sites/thomasbrewster/2016/12/20/methbot-biggest-ad-fraud-busted/
brinkema-2025,2025,"U.S. District Court, E.D. Virginia (Judge Leonie Brinkema)",DOJ v. Google ad-tech antitrust ruling,Legal record and contemporaneous journalism,April 2025 ruling that Google illegally monopolized the publisher ad server and ad exchange markets and unlawfully tied them together; later remedies-phase ruling declining forced divestiture,https://www.jurist.org/news/2026/07/european-commission-fines-google-1-billion-over-breaches-of-digital-markets-act/
eucommission-2026,2026,European Commission,DMA fine against Google for self-preferencing,Official regulatory decision,EUR890M fine for DMA breaches via self-preferencing in Search and Play Store rankings,https://digital-markets-act.ec.europa.eu/commission-fines-google-eur890-million-breaches-digital-markets-act-2026-07-23_en
isba-2020,2020,ISBA / PwC,Programmatic Supply Chain Transparency Study,Industry research report (primary),Only 51% of advertiser spend reached the publisher on average; approx 15% 'unknown delta' unattributable to any identified fee,https://tradehouse.media/insights/report-shows-advertiser-spend-unaccounted-for-in-programmatic-supply-chain/
bdpa-2022,2022,Belgian Data Protection Authority,IAB Europe TCF GDPR ruling,Official regulatory decision,"Feb 2, 2022 ruling that IAB Europe's Transparency and Consent Framework violated GDPR; TC Strings held to be personal data; co-controller finding",https://www.dataprotectionauthority.be/citizen/iab-europe-held-responsible-for-a-mechanism-that-infringes-the-gdpr
marketcourt-2025,2025,Belgian Market Court,IAB Europe TCF appeal outcome,Legal record,"Market Court upheld a EUR250,000 fine against IAB Europe over the TCF",https://www.lewissilkin.com/en/insights/2025/05/27/iab-tcf-belgian-market-court-upholds-250-000-fine-against-iab-for-gdpr-violatio-102kyon
google-privacysandbox-2024,2024,Google,Privacy Sandbox and cookie-deprecation timeline reversal,Company announcement and contemporaneous press,Repeated delays to Chrome third-party-cookie deprecation; 2024 reversal offering a user choice mechanism instead of full deprecation,https://www.gravitee.io/blog/googles-agent-to-agent-a2a-and-anthropics-model-context-protocol-mcp
augenblick-2015,2015,Ned Augenblick,The Sunk-Cost Fallacy in Penny Auctions,Academic journal article (primary),"Approx 166,000-auction dataset; average margins exceeding 50%; sunk-cost effect on bidder exit probability",http://faculty.haas.berkeley.edu/ned/penny_auction.pdf
harford-2010,2010,Tim Harford,The auction site that's pure temptation,Contemporaneous journalism (trade/financial press),Early journalistic description of Swoopo's psychological mechanics predating formal academic analysis,https://timharford.com/2010/03/the-auction-site-thats-pure-temptation/
eustartups-2010,2010,EU-Startups,Swoopo scale and financials,Contemporaneous business journalism,Approx 1.2M registered customers by April 2009; approx EUR20M/$28.3M 2008 German revenue; six countries; $10M August Capital round,https://www.eu-startups.com/2010/10/2009-not-a-good-year-for-penny-auction-site-swoopo/
ftc-pennyauction-2011,2011,FTC,Consumer alert on penny/bidding-fee auctions,Official regulatory guidance,August 2011 FTC alert characterizing penny auctions as closer to a lottery than a genuine auction,https://www.ftc.gov/news-events/news/press-releases/2011/08/ftc-cautions-consumers-pitfalls-penny-auctions
getoutofdebt-2011,2011,Get Out of Debt (consumer-litigation press),QuiBids litigation and complaints,Contemporaneous consumer/legal journalism,Oklahoma class action over non-disclosure; other suits alleging illegal gambling and fabricated testimonials,https://getoutofdebt.org/28732/quibids-com-penny-auction-site-investigation-is-it-a-scam-or-a-scheme-why-so-many-complaints
lootbox-2024,2024,Academic gaming-psychology literature (multiple 2023-2025 studies),Loot boxes and the sunk-cost fallacy,Academic review synthesis,Sunk-cost dynamics in gacha/loot-box spending; empirical link to problem-gambling criteria; inconsistent regulatory compliance,https://www.atlantis-press.com/article/126006096.pdf
arxiv-pricecap-2020,2020,ArXiv (economics) / industry synthesis,Price-cap effects on ride-hailing shortages,Academic working paper,Fixed-price constraints produce measurably worse ride-fulfillment outcomes than surge-adjusted pricing during demand spikes,https://arxiv.org/pdf/2003.07736
time-sydney-2014,2014,ITV News / Time / NBC News,Uber surge pricing during the Sydney cafe siege,Contemporaneous journalism,December 2014 Sydney hostage crisis; surge fares reaching approx A$100 minimum; backlash; free-ride reversal; formal apology and emergency-override policy,https://time.com/3633304/uber-sydney-hostage-surge-pricing/
eisneramper-2025,2025,EisnerAmper,NYC congestion pricing launch,Contemporaneous business/policy journalism,January 2025 launch; approx $9 toll for most passenger vehicles entering Manhattan below 60th St at peak hours,https://www.eisneramper.com/insights/manufacturing-distribution/nyc-congestion-pricing-0125/
hrw-2025,2025,Human Rights Watch,"The Gig Trap: Algorithmic, Wage and Labor Exploitation in Platform Work",Advocacy/research report (primary),'Black box' pay algorithms across 7 gig platforms; Instacart pay-structure opacity and reported 30-40% reductions; DoorDash approx $17M NY tip settlement,https://www.hrw.org/report/2025/05/12/the-gig-trap/algorithmic-wage-and-labor-exploitation-in-platform-work-in-the-us
fideres-2024,2024,"Fideres (financial analysis, citing NYT investigation)",NYC taxi medallion price collapse,Financial-analysis and investigative journalism,"Medallion prices from approx $200k (2002) to over $1M (2014) to approx $170k (2018)/$335k (mid-2019); approx 1,500 buyers 2010-2014; approx 950 bankruptcies",https://www.fideres.com/new-york-taxi-medallions/
thesling-2025,2025,"The Sling (advocacy commentary, citing FTC inquiry)",Airline personalized/AI-driven fare pricing controversy,Advocacy commentary and regulatory-press coverage,Criticism of AI-personalized airline pricing; FTC's 2024 surveillance-pricing information requests naming airlines,https://www.thesling.org/deltas-ai-based-personalized-pricing-is-bad-for-flyers-it-should-probably-be-banned/
doj-realpage-2024,2024,U.S. Department of Justice,United States v. RealPage,Legal filing (primary),Original civil antitrust complaint alleging RealPage's software enabled landlord price coordination via pooled non-public data,https://www.propublica.org/article/realpage-lawsuit-doj-antitrustdoj-files-antitrust-suit-against-maker-of-rent-setting-algorithm
doj-realpage-amended-2025,2025,U.S. Department of Justice,Amended RealPage complaint adding landlord co-defendants,Legal filing (primary),"Addition of Greystar, Cushman and Wakefield/Pinnacle, Willow Bridge, LivCor, Camden Property Trust and Cortland as co-defendants",https://masslandlords.net/realpage-greystar-other-landlords-agree-to-settlement-in-doj-antitrust-lawsuit/
doj-realpage-settlement-2025,2025,U.S. Department of Justice,RealPage proposed settlement,Legal filing (primary),"RealPage agreed to limit competitor-data pooling and cooperate with continuing landlord litigation, without admitting wrongdoing",https://nevbex.com/2025/12/11/doj-settlements-realpage-pricing-collusion-case/
assad-2024,2024,Stephanie Assad; Robert Clark; Daniel Ershov; Lei Xu,Algorithmic Pricing and Competition: Empirical Evidence from the German Retail Gasoline Market,Academic journal article (primary),"Algorithmic pricing raised margins only when all local competitors adopted it, concentrated in duopoly/triopoly markets",https://www.journals.uchicago.edu/doi/10.1086/726906
ftc-amazon-2023,2023,FTC v. Amazon.com,FTC antitrust complaint - Project Nessie,"Legal filing (primary, via contemporaneous press)",Unredacted complaint alleging a pricing algorithm generated approx $1.4B in additional profit over approx 5 years by predicting competitor price-matching,https://techcrunch.com/2023/11/02/unredacted-ftc-suit-shows-project-nessie-price-raising-algorithm-made-amazon-1-4b/
senate-s232-2025,2025,U.S. Senate (Sen. Amy Klobuchar et al.),Preventing Algorithmic Collusion Act of 2025 (S.232),Legislative record (primary),Proposed federal ban on pricing algorithms trained on non-public competitor data; civil penalties structure,https://www.govinfo.gov/app/details/BILLS-119s232is
whitehouse-cea-2024,2024,White House Council of Economic Advisers,RealPage renter-cost estimate,Official government analysis,Approx $3.6B estimated added rental cost in a recent year; approx $70 per month average overcharge; over $100 per month in six metros,https://www.axios.com/2024/12/17/realpage-rent-landlords-white-house
treasury-2026,2026,U.S. Treasury / GovTransparencyProject,2025 Treasury auction volume,Official data and secondary analysis,"444 public auctions; approx $29.7 trillion issued across bills, notes, bonds, TIPS and FRNs in 2025",https://govtransparencyproject.org/articles/treasury-auction-volumes-federal-borrowing-mechanics-2026.html
treasury-1995,1995,U.S. Treasury,Uniform-Price Auctions: Evaluation of the Treasury Experience,Official government report (primary),1992 shift to uniform-price format at Friedman's urging; inconclusive comparative results in the Treasury's own evaluation,https://home.treasury.gov/system/files/276/uniform-price-auctions-evaluation-october-1995.pdf
storiesfinance-1991,1991,"Stories.Finance (financial-history synthesis, citing DOJ record)",Salomon Brothers 1991 Treasury auction scandal,Legal record and contemporaneous journalism,"Paul Mozer's unauthorized bidding; approx 86% control of the May 1991 two-year note auction; $290M securities settlement, $27M antitrust settlement",https://www.stories.finance/stories/macfarlane
buffett-1991,1991,"Warren Buffett (testimony, via contemporaneous press)",Buffett's Salomon Brothers congressional testimony,Primary testimony (via contemporaneous press),'Lose money for the firm...lose a shred of reputation...I will be ruthless' testimony; $1 salary as interim chairman,https://www.talkativeman.com/warren_buffett_salomon_brothers_testimony/
