source_id,chapter,accessed_date,publication_date,author_or_institution,title,source_type,claim_or_use,url,notes
ch10-002,ch10,2026-09-10,2012-01-01,Princeton University Press,Addiction by Design: Machine Gambling in Las Vegas (book description),publisher page,"Natasha Dow Schull's fifteen years of Las Vegas fieldwork and concept of the gambler's 'machine zone'",https://press.princeton.edu/books/paperback/9780691278285/addiction-by-design,found via search
ch10-003,ch10,2026-09-10,2018-06-01,natashadowschull.org,Addiction by Design: Machine Gambling in Las Vegas,author site,"Schüll's argument that addiction arises from the human-machine interaction and that slot design pursues 'continuous productivity' from the player",https://www.natashadowschull.org/addiction-by-design/,found via search
ch10-004,ch10,2026-09-10,2025-08-01,Addiction (journal, Wiley/PMC),"Sludge, dark patterns and dark nudges: A taxonomy of online gambling platforms' deceptive design features (Newall et al.)",academic (peer-reviewed),"Peer-reviewed taxonomy of deceptive design features on gambling platforms, including sludge and dark-nudge categories",https://onlinelibrary.wiley.com/doi/10.1111/add.70085,found via search
ch10-005,ch10,2026-09-10,2025-01-01,PMC (NIH),Dark patterns in online gambling: A scoping review and classification of deceptive design practices,academic (peer-reviewed),"Scoping review classifying dark-pattern design practices across online gambling products",https://pmc.ncbi.nlm.nih.gov/articles/PMC13132400/,found via search
ch10-006,ch10,2026-09-10,2025-01-01,GamblingHarm.org,How Betting App Push Notifications Fuel Gambling Addiction,trade press citing research,"Problem gamblers more likely to keep notifications enabled; betting frequency rises on days a push notification is received",https://gamblingharm.org/push-notifications-addiction/,found via search
ch10-007,ch10,2026-09-10,2024-01-01,Scientific American,How 'Dark Patterns' in Sports Betting Apps Keep Users Gambling,science journalism,"Overview of cash-out prompts, notification timing, and other app-design features aimed at prolonging betting sessions",https://www.scientificamerican.com/article/how-sports-betting-apps-use-psychology-to-keep-users-gambling/,found via search
ch10-008,ch10,2026-09-10,2024-01-01,Kindbridge Behavioral Health,Dark Pattern Gambling Dangers to Watch Out For,clinical/trade,"Withdrawal friction as a dark pattern: high rollover requirements buried in terms, withdrawal caps and 24-48 hour waiting periods between withdrawal transactions",https://kindbridge.com/gambling/dark-pattern-gambling-dangers/,found via search
ch10-009,ch10,2026-09-10,2022-09-15,Federal Trade Commission,Bringing Dark Patterns to Light (staff report),government report,"FTC's Sept. 2022 staff report on dark patterns across e-commerce, subscriptions, and children's apps; taxonomy of false-belief design, buried disclosures, and unauthorized-charge design later echoed in gambling-specific dark-pattern research",https://www.ftc.gov/reports/bringing-dark-patterns-light,found via search
ch10-010,ch10,2026-09-10,2023-09-01,National Council on Problem Gambling,A Review of Sports Wagering & Gambling Addiction Studies (Executive Summary),literature review,"Among online sports bettors specifically, roughly 16% met clinical criteria for gambling disorder and another 13% showed some problem-gambling signs; rate of gambling problems among sports bettors at least double the rate among gamblers generally; heavy/disordered sports bettors skew young, male, single, employed, and highly educated",https://www.ncpgambling.org/wp-content/uploads/2023/09/Sports-gambling_NCPGLitRvwExecSummary.pdf,found via search
ch10-011,ch10,2026-09-10,2026-07-28,Bleacher Nation,Does DraftKings Sportsbook Have a Rewards Program?,trade press,"DraftKings' Dynasty Rewards loyalty program: five tiers (Bronze, Silver, Gold, Diamond, Onyx) spanning sportsbook, casino, and other products; top tier includes a dedicated VIP host",https://www.bleachernation.com/betting/2026/07/28/draftkingssb-rewards/,found via search
ch10-012,ch10,2026-09-10,2026-01-01,everything-pr.com,The Sportsbook Funnel Is Breaking. Gamification Is What's Left.,industry commentary,"FanDuel Picks peer-to-peer product launched 2025 to give users a daily reason to open the app independent of live games; description of gamification (points/streaks/badges) simulating progress during losing play",https://everything-pr.com/the-sportsbook-funnel-is-breaking,found via search
ch10-013,ch10,2026-09-10,2020-05-19,PubMed (Peters, Hunt, et al.),Altering the near-miss effect in slot machine gamblers,academic (peer-reviewed),"Foundational near-miss effect research building on Mark Griffiths' work: near-misses processed as more rewarding than ordinary losses and associated with continued play, contrary to standard reinforcement theory",https://pubmed.ncbi.nlm.nih.gov/20514203/,found via search
ch10-014,ch10,2026-09-10,2026-01-01,GamblingHarm.org,Parlays Are Bad For Your Brain: The Near-Miss Effect,trade press,"Applies near-miss research directly to same-game parlays; notes sportsbooks promote parlays via push notification and offer 'parlay insurance' that pays out when a multi-leg parlay loses on its final leg",https://gamblingharm.org/parlays-near-miss-effect/,found via search
ch10-015,ch10,2026-09-10,2025-08-29,Axios (Boston),Audit: Mass. sports betting ads went to minors people with gambling addiction,news,"Massachusetts Gaming Commission audit finds the commission failed to pre-review sports-wagering ads as state law required; 51 incidents (Mar. 2023-Mar. 2024) of ads reaching underage users or self-identified problem gamblers",https://www.axios.com/local/boston/2025/08/29/sports-betting-ads-minors-gambling-addiction-massachusetts,found via search
ch11-001,ch11,2026-09-10,2014-11-14,Sports Illustrated (AP),Silver: Bring sports gambling into the sunlight,news,"Adam Silver's Nov. 13, 2014 New York Times op-ed calling for legalized, regulated sports betting -- first sitting commissioner of a major US league to do so",https://www.si.com/nba/2014/11/14/ap-bkn-silver-gambling,found via search
ch11-002,ch11,2026-09-10,2024-11-01,NBC Sports,Adam Silver advocates for legalized sports betting in New York Times op-ed (retrospective),retrospective news,"Op-ed titled 'Legalize and Regulate Sports Betting,' roughly 437 words, published Nov. 13 2014",https://nba.nbcsports.com/2014/11/13/adam-silver-advocates-for-legalized-sports-betting-in-new-york-times-op-ed/,found via search
ch11-003,ch11,2026-09-10,2023-08-08,CNBC,ESPN betting sportsbook launches via Penn Entertainment partnership,news,"ESPN-Penn Entertainment sportsbook agreement announced Aug 8 2023: $1.5 billion cash to ESPN over 10 years plus roughly $500 million in warrants for about 31.8 million Penn shares; ESPN Bet launched Nov 14 2023 across 17 states, rebranding Barstool Sportsbook",https://www.cnbc.com/2023/08/08/espn-betting-sportsbook-launches-via-penn-entertainment-partnership.html,found via search
ch11-004,ch11,2026-09-10,2023-11-01,Sportsbetting Dime,PENN Entertainment Announces ESPN BET to Launch November 14,news,"Confirms ESPN Bet's November 14 2023 launch date",https://www.sportsbettingdime.com/news/industry/espn-bet-launch-november-14/,found via search
ch11-005,ch11,2026-09-10,2025-11-06,CNBC,Disney's ESPN Penn Entertainment to wind down ESPN Bet,news,"ESPN and Penn Entertainment mutually terminate their exclusive betting deal effective Dec 1 2025 after ESPN Bet reached only about 3% market share; ESPN signs new deal making DraftKings its 'official sportsbook and odds provider'",https://www.cnbc.com/2025/11/06/disneys-espn-penn-entertainment-to-wind-down-espn-bet.html,found via search
ch11-006,ch11,2026-09-10,2025-11-06,Sportico,Penn ESPN End Betting Deal as DraftKings Swoops Back In,news,"Deal allowed either party to exit after year three if market-share thresholds were not met; transition of ESPN Bet users toward Penn's theScore Bet",https://www.sportico.com/business/sports-betting/2025/penn-espn-bet-termination-draftkings-1234876039/,found via search
ch11-007,ch11,2026-09-10,1989-08-25,Washington Post,Rose Banned From Baseball For Life,news (archival),"Commissioner Bart Giamatti announces Pete Rose's lifetime ban on Aug. 24 1989 under a negotiated agreement",https://www.washingtonpost.com/archive/politics/1989/08/25/rose-banned-from-baseball-for-life/dba260e7-f2ae-48c8-bbb1-b3725ebf888c/,found via search
ch11-008,ch11,2026-09-10,2024-01-01,EBSCO Research Starters,Pete Rose Is Banned from Baseball for Betting on Games,reference,"Dowd Report (225 pages, submitted to Giamatti May 1989) findings: Rose bet on at least 50 Reds games in 1987 at a minimum of $10,000 a day",https://www.ebsco.com/research-starters/sports-and-leisure/pete-rose-banned-baseball-betting-games,found via search
ch11-009,ch11,2026-09-10,2024-09-30,ESPN (Jeff Passan),Pete Rose's baseball legacy will always be tarnished,news,"Pete Rose's death at 83 in September 2024, prior to MLB's reinstatement decision",https://www.espn.com/mlb/story/_/id/41539984/mlb-pete-rose-dies-83-legacy-hall-fame-life-ban,found via search
ch11-010,ch11,2026-09-10,2025-05-13,NPR,Pete Rose has been reinstated by the MLB,news,"Commissioner Rob Manfred posthumously reinstates Pete Rose and 16 others (including the 1919 Black Sox) from MLB's permanently-ineligible list in May 2025, reasoning that permanent ineligibility ends at death; petition from attorney Jeffrey Lenkov and public pressure including from President Trump preceded the decision",https://www.npr.org/2025/05/14/nx-s1-5398034/pete-rose-has-been-reinstated-by-the-mlb-meaning-hes-eligible-for-the-hall-of-fame,found via search
ch11-011,ch11,2026-09-10,2025-05-13,Sportico,MLB's New After-Death Rule Makes Pete Rose Black Sox HOF Eligible,news,"Rose's earliest possible Hall of Fame consideration is the Classic Baseball Era Committee's scheduled December 2027 vote, with induction possible in 2028",https://www.sportico.com/leagues/baseball/2025/rose-black-sox-reinstated-mlb-hall-of-fame-eligible-1234852373/,found via search
ch11-012,ch11,2026-09-10,2015-05-12,Sports Illustrated (SI Vault),Players are not just people: The NFL suspends its 'Golden Boy',news (archival),"Commissioner Pete Rozelle suspends Paul Hornung and Alex Karras indefinitely for gambling on Apr. 17 1963; both reinstated after one year",https://www.si.com/nfl/2015/05/12/si-vault-paul-hornung-alex-karras-pete-rozelle,found via search
ch11-013,ch11,2026-09-10,2022-03-07,NPR,NFL receiver Calvin Ridley suspended for 2022 season after gambling on games,news,"Ridley suspended indefinitely (at least through 2022) for betting on NFL games, including Falcons games, during a Nov. 2021 mental-health leave; league found no evidence of inside information; earliest reinstatement application Feb 15 2023",https://www.npr.org/2022/03/07/1085045547/nfl-receiver-calvin-ridley-suspended-for-2022-season-after-gambling-on-games,found via search
ch11-014,ch11,2026-09-10,2025-01-01,Scaleo (trade blog aggregating public spend data),How Much Sportsbooks Spend On Marketing,trade press,"Roughly $1.8 billion in projected 2022 US gambling-advertising spend; sportsbook/gambling brands spent nearly $1 billion across media in 2023",https://www.scaleo.io/blog/how-much-sportsbooks-spend-on-marketing-2024-updated-stats/,found via search
ch11-015,ch11,2026-09-10,2024-01-01,Casino.org,US Sportsbook Brand Leaders Scale Back Advertising Spend in 2023,news,"Top four sportsbook brands (FanDuel, BetMGM, DraftKings, PrizePicks) accounted for more than 60% of roughly $1 billion 2023 spend, with about $508 million in TV; FanDuel over $1 billion annual marketing; DraftKings Q2 2023 ad spend of $197.5 million",https://www.casino.org/news/leading-us-sportsbook-brands-scale-back-advertising-spend/,found via search
ch11-016,ch11,2026-09-10,2019-05-08,SEC filing (Stars Group/Fox Corp Form 8-K exhibit),Fox Sports and Stars Group announce Fox Bet,corporate filing,"Fox Corp took a ~4.99% stake in The Stars Group in exchange for a long-term commercial deal launching Fox Bet in fall 2019",https://www.sec.gov/Archives/edgar/data/1754301/000119312519141563/d739946dex992.htm,found via search
ch11-017,ch11,2026-09-10,2023-07-01,Legal Sports Report,FOX Bet Sports Betting App Shuts Down Permanently After Flutter Row,news,"Fox Bet, launched 2019 in NJ/PA/CO/MI, permanently shut down by Flutter and Fox in July 2023, four months before ESPN Bet's own launch",https://www.legalsportsreport.com/127096/shutdown-fox-bet-sports-betting-app-goes-offline-for-good/,found via search
ch11-018,ch11,2026-09-10,2026-01-01,CBS News (Boston),Dave Portnoy buys back Barstool Sports as ESPN strikes $1.5B deal with Penn Entertainment,news,"As part of the Penn-ESPN split, Dave Portnoy bought Barstool Sports back from Penn Entertainment for $1",https://www.cbsnews.com/boston/news/barstool-sports-dave-portnoy-sale-espn-penn-entertainment/,found via search
ch11-019,ch11,2026-09-10,2023-02-16,Fox Business,Penn purchases remainder of Barstool Sports for $387 million,news,"Penn's Feb. 2020 initial 36% Barstool stake (~$163M, $450M valuation) followed by full acquisition of remaining shares for ~$388 million in Feb. 2023",https://www.foxbusiness.com/media/penn-purchases-remainder-barstool-sports-387-million,found via search
ch11-020,ch11,2026-09-10,2022-01-01,draftcountdown.com (compiling Nielsen/industry ad-spend data),The Rise of Online Casino Advertising During American Football Games,industry analysis,"National TV ad spend by sportsbook brands rose from roughly $21.4 million in 2019 to more than $314.6 million in 2022",https://www.draftcountdown.com/other/the-rise-of-online-casino-advertising-during-american-football-games/,found via search
ch11-021,ch11,2026-09-10,2025-03-01,PR Newswire / Flutter,FanDuel and FanDuel Sports Network continue broadening strategic partnership with launch of bet tracking across select NBA and NHL games,press release,"Flutter/FanDuel rebranded 15 regional sports networks as FanDuel Sports Network with on-screen odds and live bet-tracking; engaged viewers watch nearly twice as many games and stay active 40+ days longer",https://www.prnewswire.com/news-releases/fanduel-and-fanduel-sports-network-continue-broadening-strategic-partnership-with-launch-of-bet-tracking-across-select-nba-and-nhl-games-302643630.html,found via search
ch11-022,ch11,2026-09-10,2024-10-16,Washington Post,NBA Commissioner Adam Silver reflects on his op-ed calling for change to sports betting a decade ago,news,"Silver says he does not regret the 2014 op-ed; frames legalization as the lesser of two imperfect options given an internet-era black market the league could not see into",https://www.washingtonpost.com/sports/nba/2024/10/16/nba-sports-betting-adam-silver/83f0f5f0-8ba5-11ef-84b5-dacd642f5899_story.html,found via search
ch11-023,ch11,2026-09-10,2021-07-12,SportsVideo Group / DraftKings press release,Major League Baseball DraftKings Expand Relationship to Include Live Game Streaming and Sports Betting,press release,"July 2021: DraftKings becomes co-exclusive MLB Official Sports Betting Partner alongside BetMGM; 'Bet & Watch' feature streams live MLB games inside the DraftKings app for linked accounts",https://www.sportsvideo.org/2021/07/12/major-league-baseball-draftkings-expand-relationship-to-include-live-game-streaming-and-sports-betting/,found via search
ch11-024,ch11,2026-09-10,2022-01-01,MLB.com (press release),BetMGM named an Official Sports Betting Partner of Boston Red Sox,press release,"Example of team-level (rather than league-level) sportsbook naming partnership",https://www.mlb.com/press-release/betmgm-named-an-official-sports-betting-partner-of-boston-red-sox,found via search
ch11-025,ch11,2026-09-10,2024-01-01,Encyclopaedia Britannica,A. Bartlett Giamatti,biographical reference,"Giamatti: Renaissance-literature scholar, Yale president 1978-1986, MLB president 1986, commissioner from April 1989, died of a heart attack Sept. 1 1989 after five months in office -- shortest tenure of any MLB commissioner",https://www.britannica.com/biography/A-Bartlett-Giamatti,found via search
ch12-001,ch12,2026-09-10,2024-04-19,NBA.com (league release, via CBS Sports summary),Jontay Porter Receives lifetime ban,news,"Commissioner Adam Silver bans Jontay Porter for life in April 2024 for disclosing confidential health information to a bettor and limiting his own playing time to influence prop bets",https://www.cbssports.com/fantasy/basketball/news/jontay-porter-receives-lifetime-ban,found via search
ch12-002,ch12,2026-09-10,2024-04-19,Sportico,Legal Implications of Jontay Porter's Lifetime Ban from the NBA,legal analysis,"Detail of the frozen $80,000 prop bet after Porter played three minutes citing illness (Mar. 20 2024 game); Porter placed at least 13 bets on NBA games Jan-Mar 2024 through an associate's account ($15-$22,000 per bet, $54,094 total wagered, $76,059 payout, $21,965 net)",https://www.sportico.com/law/analysis/2024/jontay-porter-lifetime-ban-legal-consequences-1234775950/,found via search
ch12-003,ch12,2026-09-10,2024-07-01,Fox News,Jontay Porter pleads guilty to gambling scheme that got him banned for life from NBA,news,"Porter pleads guilty to conspiracy to commit wire fraud, July 2024, admitting he prearranged removing himself from games for bettors who bet the under on his props",https://www.foxnews.com/sports/jontay-porter-pleads-guilty-gambling-scheme-got-him-banned-life-from-nba.print,found via search
ch12-004,ch12,2026-09-10,2024-04-19,Yahoo Sports,The Jontay Porter Rule: NBA and betting partners will not take prop bets on low-salary players,news,"Following the Porter scandal, NBA and sportsbook partners restrict prop-bet markets on low-salary/limited-role players",https://sports.yahoo.com/the-jontay-porter-rule-nba-and-betting-partners-will-not-take-prop-bets-on-low-salary-players-235744308.html,found via search
ch12-005,ch12,2026-09-10,2024-01-01,Baseball America,NCAA Announces Penalties For Ex-Alabama Coach Brad Bohannon In Betting Scandal,news,"NCAA gives former Alabama baseball coach Brad Bohannon a 15-year show-cause order; Alabama given three years probation and a $5,000 fine and required to retain a gambling-education firm",https://www.baseballamerica.com/stories/ncaa-announces-penalties-for-ex-alabama-coach-brad-bohannon-in-betting-scandal/,found via search
ch12-006,ch12,2026-09-10,2023-05-04,ESPN,Brad Bohannon ex-Alabama baseball coach sanctioned in betting scandal,news,"Bohannon fired May 4 2023 after Cincinnati sportsbook monitors flagged suspicious betting around the Apr. 28 2023 Alabama-LSU game; Bohannon gave injury information on his starting pitcher to bettor Bert Eugene Neff, who tried to place a $100,000 wager and was capped at $15,000",https://www.espn.com/espn/betting/story/_/id/39436918/brad-bohannon-ex-alabama-baseball-coach-sanctioned-betting-scandal,found via search
ch12-007,ch12,2026-09-10,2026-03-21,Yahoo Sports (AP),How the NCAA tries to ensure game integrity amid a sports betting boom and the latest point-shaving scandal,news,"NCAA's integrity-monitoring program screens more than 22,000 NCAA contests a year, largely through Sportradar; conferences such as the Big Ten separately contract with IC360",https://sports.yahoo.com/articles/ncaa-tries-ensure-game-integrity-110000689.html,found via search
ch12-008,ch12,2026-09-10,2023-10-01,CB Insights,U.S. Integrity (company profile),company database,"U.S. Integrity, founded to provide sports-integrity monitoring to leagues, conferences and regulators, merges with Odds On Compliance in Oct. 2023 to form Integrity Compliance 360",https://www.cbinsights.com/company/us-integrity,found via search
