source_id,chapter,accessed_date,publication_date,author_or_institution,title,source_type,claim_or_use,url,notes
ch07-002,7,2026-08-30,2023-01-26,National Institute of Standards and Technology,Artificial Intelligence Risk Management Framework (AI RMF 1.0),Federal framework,"Continuous lifecycle risk management through govern, map, measure, manage",https://www.nist.gov/publications/artificial-intelligence-risk-management-framework-ai-rmf-10,Voluntary non-sector-specific framework; avoid presenting as binding law.
ch07-003,7,2026-08-30,2023-02-23,OECD,Advancing accountability in AI,Intergovernmental policy paper,"Lifecycle risk management, accountability, assessment and due-diligence mechanisms",https://www.oecd.org/en/publications/advancing-accountability-in-ai_2448f04b-en.html,Supports governance mechanisms not a single mandatory control stack.
ch08-001,8,2026-08-30,,NASA,NASA Lessons Learned,Government knowledge-management system,"Official reviewed lessons are captured and fed into training, best practices, policies, and procedures",https://www.nasa.gov/nasa-lessons-learned/,A database alone is not evidence every lesson is applied.
ch08-002,8,2026-08-30,,NASA,Lessons Learned,Government knowledge-management guidance,"Collect, record, disseminate, apply lifecycle for lessons learned",https://www.nasa.gov/learning-resources/for-professionals/appel-lessons-learned/,Useful distinction between storage and institutional application.
ch08-003,8,2026-08-30,,U.S. Nuclear Regulatory Commission,Three Mile Island Accident of 1979 Knowledge Management Digest,Regulatory knowledge-management archive,"Preservation of documents and lessons that changed operator training, human factors and oversight",https://www.nrc.gov/reading-rm/doc-collections/nuregs/knowledge/km0001/r1/index,Supports memory after failure; avoid implying lessons were immediate or complete.
ch09-001,9,2026-08-30,2024,OECD,OECD AI Principles,Intergovernmental standard,"Human agency and oversight, challenge mechanisms, safe override/decommissioning, accountability",https://www.oecd.org/en/topics/ai-principles.html,Principles updated in 2024.
ch09-002,9,2026-08-30,2023-01-26,NIST,AI RMF 1.0,Federal framework,Risk management should be continuous and context-sensitive throughout the lifecycle,https://airc.nist.gov/airmf-resources/airmf/5-sec-core/,Framework is flexible; use to support proportional governance.
ch09-003,9,2026-08-30,,Federal Aviation Administration,Flight Deck Human Factors,Federal technical guidance,"Automation status, alerting, workload and human interaction are certification concerns",https://www.faa.gov/aircraft/air_cert/step/disciplines/flight_deck_human_factors,Supports limits of nominal human oversight.
ch10-001,10,2026-08-30,1979-03-28,U.S. Nuclear Regulatory Commission,Backgrounder on the Three Mile Island Accident,Federal incident summary,"Stuck-open relief valve, misleading control-room indication, alarms, and later human-factors reforms",https://www.nrc.gov/reading-rm/doc-collections/fact-sheets/3mile-isle,"Explicitly identifies equipment malfunction, design problems and worker errors."
ch10-002,10,2026-08-30,,Federal Aviation Administration,Technical Discipline: Flight Deck Human Factors,Federal technical guidance,"Displays, controls, automation, alerting, workload and complexity as flight-deck safety issues",https://www.faa.gov/aircraft/air_cert/step/disciplines/flight_deck_human_factors,Supports visible state and mode-awareness argument.
ch10-003,10,2026-08-30,,U.S. Nuclear Regulatory Commission,Human Factors Engineering safety parameter display guidance,Regulatory technical review,TMI control room lacked concise centralized display; difficulty developing overview contributed to severity,https://www.nrc.gov/cdn/legacy/reading-rm/doc-collections/nuregs/staff/sr1793/initial/chapter18.pdf,"Use for interface consequence, while preserving broader accident causes."
ch11-001,11,2026-08-30,2020-01-15,"John Joseph; Vibha Gaba","Organizational Structure, Information Processing, and Decision-Making",Academic review,Formal structure both aggregates and constrains organizational information processing,https://doi.org/10.5465/annals.2017.0103,Do not reduce organizations to neutral information pipes.
ch11-002,11,2026-08-30,,Toyota Motor Corporation,Toyota Production System,Manufacturer primary source,Andon and stop authority route abnormalities to responsible people instead of letting defects flow,https://global.toyota/en/company/vision-and-philosophy/production-system/,Supports escalation architecture.
ch11-003,11,2026-08-30,1975,NASA,"Apollo Program Summary Report, Mission Operations",Government technical report,Multiple controller groups and staff support rooms operated as a unified mission team,https://ntrs.nasa.gov/api/citations/19750013242/downloads/19750013242.pdf,Supports distributed organizational cognition.
ch12-001,12,2026-08-30,2004-05-01,"Justin Wolfers; Eric Zitzewitz",Prediction Markets,NBER working paper,Conditions under which markets aggregate dispersed information and evidence on forecasting performance,https://www.nber.org/papers/w10504,Give prediction markets their strongest case.
ch12-002,12,2026-08-30,2006-05-01,"Justin Wolfers; Eric Zitzewitz",Interpreting Prediction Market Prices as Probabilities,NBER working paper,Conditions and biases in treating binary market prices as probabilities,https://www.nber.org/papers/w12200,Supports caution about literal probability interpretation.
ch12-003,12,2026-08-30,1945-09-01,F. A. Hayek,The Use of Knowledge in Society,American Economic Review article,"Price systems coordinate dispersed, local knowledge without central possession of all facts",https://www.econlib.org/library/Essays/hykKnw.html,Classic argument; use carefully and distinguish market coordination from moral legitimacy.
ch13-001,13,2026-08-30,,GPS.gov,GPS.gov Home,U.S. government infrastructure documentation,"GPS is a U.S.-owned utility providing free/open positioning, navigation and timing services with broad applications",https://www.gps.gov/,Supports public cognitive infrastructure analogy.
ch13-002,13,2026-08-30,,GPS.gov,Policies and Documentation,U.S. government policy documentation,"Civilian GPS is provided continuously worldwide free of direct user fees; interface information is openly available",https://www.gps.gov/policies-and-documentation,Public provision still depends on receivers sky view and complementary systems.
ch13-003,13,2026-08-30,2025-09-18,OECD,Governing with Artificial Intelligence,Intergovernmental policy report,"Potential public-sector benefits and risks including skewed data, opacity, digital divides and error propagation",https://www.oecd.org/en/publications/governing-with-artificial-intelligence_795de142-en.html,Supports public-sector opportunity and governance constraints.
ch14-001,14,2026-08-30,2024-06-06,National Telecommunications and Information Administration,New NTIA Data Show 13 Million More Internet Users in the U.S. in 2023 than 2021,Federal statistical analysis,Persistent income and device disparities despite rising internet use,https://www.ntia.gov/blog/2024/new-ntia-data-show-13-million-more-internet-users-us-2023-2021,U.S.-specific; do not generalize worldwide.
ch14-002,14,2026-08-30,,NTIA,Data Central,Federal data portal,Long-running Internet Use Survey and device/adoption metrics,https://www.ntia.gov/topics/data-central,Useful for checking geography and access claims over time.
ch14-003,14,2026-08-30,,GPS.gov,GPS Services,U.S. government infrastructure documentation,"Civilian service is broadly available but relies on receivers, signals and augmentations for specific requirements",https://www.gps.gov/gps,Illustrates how global information infrastructure still has local complement requirements.
ch15-001,15,2026-08-30,2023-05-01,"U.S. Department of Education, Office of Educational Technology",Artificial Intelligence and the Future of Teaching and Learning,Federal policy report,"AI education policy should center teaching, learning, equity, safety and human decision making",https://www.ed.gov/sites/ed/files/documents/ai-report/ai-report.pdf,Policy guidance not experimental proof of learning effects.
ch15-002,15,2026-08-30,2023-09-07,UNESCO,Guidance for generative AI in education and research,Intergovernmental guidance,"Human-centered, age-appropriate, equitable and pedagogically validated GenAI use",https://www.unesco.org/en/articles/guidance-generative-ai-education-and-research,Supports capability formation and institutional responsibility.
ch15-003,15,2026-08-30,2023-04-01,"Brynjolfsson; Li; Raymond",Generative AI at Work,Empirical economics research,Suggestive evidence that AI assistance can disseminate best practices and accelerate newer-worker learning,https://www.nber.org/papers/w31161,Workplace learning is not school learning; use as analogy with caution.
ch16-001,16,2026-08-30,2024,OECD,OECD AI Principles,Intergovernmental standard,"Transparency, human agency, challenge, accountability and rights protections around AI systems",https://www.oecd.org/en/topics/ai-principles.html,Supports power analysis through rights and remedies.
ch16-002,16,2026-08-30,2025-12-01,OECD,Compendium of best practices for human-centered AI in the world of work,Intergovernmental policy report,"Worker concerns about accountability/explainability and practices for oversight, traceability and redress",https://www.oecd.org/content/dam/oecd/en/publications/reports/2025/12/compendium-of-best-practices-for-the-human-centered-adoption-of-safe-secure-and-trustworthy-ai-in-the-world-of-work_90541127/INMX2843.pdf,Current policy synthesis; underlying survey details should be checked before precise numerical use.
ch16-003,16,2026-08-30,2025-09-18,OECD,Governing with Artificial Intelligence,Intergovernmental policy report,Public AI can improve services while opacity and overreliance can reduce trust and widen divides,https://www.oecd.org/en/publications/governing-with-artificial-intelligence_795de142-en.html,Useful for state-citizen asymmetry and appeal.
ch17-001,17,2026-08-30,2013-10-16,U.S. Securities and Exchange Commission,SEC Charges Knight Capital With Violations of Market Access Rule,Regulatory enforcement primary source,"Fast automated failure, missing deployment controls, ignored error messages and inadequate financial safeguards",https://www.sec.gov/newsroom/press-releases/2013-222,Strong case for bounded blast radius and deployment discipline.
ch17-002,17,2026-08-30,2004-04-01,U.S.-Canada Power System Outage Task Force,"Final Report on the August 14, 2003 Blackout",Binational government investigation,"Approximately 50 million customers affected; cascading failure was not contained",https://www.energy.gov/oe/august-2003-blackout,Use as distributed-system failure not AI-specific evidence.
ch17-003,17,2026-08-30,,NASA,Software Assurance and Software Safety,Government technical standard/guidance,"Lifecycle assurance, hazard analysis, independent testing and response to adverse conditions",https://sma.nasa.gov/sma-disciplines/software-assurance-and-software-safety,Supports staged assurance and common-mode risk controls.
ch18-001,18,2026-08-30,2009-01-15,National Transportation Safety Board,US Airways Flight 1549 investigation,Federal accident investigation,"Crew ditched A320 on Hudson after near-total thrust loss in both engines; all 155 occupants survived",https://www.ntsb.gov/investigations/Pages/DCA09MA026.aspx,"Do not reduce outcome to pilot heroism; aircraft, crew resource management, emergency response and training mattered."
ch18-002,18,2026-08-30,,Federal Aviation Administration,Human Factors in Aviation Safety,Federal technical guidance,"Automation, pilot performance, procedures, training, displays and controls treated as coupled safety system",https://www.faa.gov/aircraft/air_cert/design_approvals/human_factors,Supports practiced human reserve within designed systems.
ch18-003,18,2026-08-30,2012-07-05,Bureau d’Enquêtes et d’Analyses,Air France AF447 Final Report,National aviation accident investigation,Automation loss and manual flight-path management under unreliable airspeed as part of a complex accident chain,https://bea.aero/en/investigation-reports/notified-events/detail/accident-to-the-airbus-a330-203-registered-f-gzcp-and-operated-by-air-france-occured-on-06-01-2009-in-the-atlantic-ocean/,Use only after checking exact final-report wording for detailed causal claims.
ch19-001,19,2026-08-30,2023-01-26,NIST,AI RMF 1.0,Federal framework,"Govern, map, measure and manage functions; continuous, lifecycle risk management",https://www.nist.gov/publications/artificial-intelligence-risk-management-framework-ai-rmf-10,Not a checklist and not binding law.
ch19-002,19,2026-08-30,2024,OECD,OECD AI Principles,Intergovernmental standard,"Human rights, transparency, robustness, safety and accountability with override/decommissioning where needed",https://www.oecd.org/en/topics/ai-principles.html,High-level principles require context-specific implementation.
ch19-003,19,2026-08-30,,Toyota Motor Corporation,Toyota Production System,Manufacturer primary source,"Stop-on-abnormality, visible andon, and continuous learning through kaizen",https://global.toyota/en/company/vision-and-philosophy/production-system/,Operational example of making exception handling part of normal work.
ch19-004,19,2026-08-30,,NASA,IV&V Overview,Government technical guidance,"Independent assurance separated technically, managerially and financially from development",https://www.nasa.gov/ivv-overview/,Useful for institutional separation of maker and checker.
ch20-001,20,2026-08-30,2024,OECD,OECD AI Principles,Intergovernmental standard,"Human agency, transparency, robustness, safe override, traceability and accountability",https://www.oecd.org/en/topics/ai-principles.html,Final chapter synthesizes principles already developed rather than treating OECD as a constitution.
ch20-002,20,2026-08-30,2023-01-26,NIST,AI RMF 1.0,Federal framework,Context-sensitive governance and continuous risk management across AI lifecycle,https://airc.nist.gov/airmf-resources/airmf/5-sec-core/,Supports process orientation and proportionality.
ch20-003,20,2026-08-30,,World Health Organization,Mass Casualty Management,Intergovernmental clinical guidance,"Allocation rules change when needs exceed resources; triage remains dynamic and context-dependent",https://www.who.int/teams/integrated-health-services/clinical-services-and-systems/emergency-and-critical-care/mass-casualty-management,Returns final synthesis to allocation under genuine scarcity.
