source_id,chapter,accessed_date,publication_date,author_or_institution,title,source_type,claim_or_use,url,notes
ch11-001,11,2026-09-06,1876,U.S. Supreme Court via Cornell Legal Information Institute,"United States v. Cruikshank, 92 U.S. 542",Reported judicial opinion,"Enforcement Act indictment and Supreme Court limits on federal prosecution",https://www.law.cornell.edu/supremecourt/text/92/542,"Pair with historical work on Colfax casualty estimates; counts vary."
ch12-001,12,2026-09-06,1886,Chicago Historical Society / Library of Congress,"Chicago anarchists on trial: evidence from the Haymarket Affair, 1886-1887",Archival trial collection,"Searchable 3,323-page trial transcript and evidence collection",https://www.loc.gov/item/2001561575/,"Source permits defendant-specific evidentiary checking; do not collapse ideology into proof of murder."
ch13-001,13,2026-09-06,1896,U.S. Supreme Court via Cornell Legal Information Institute,"Plessy v. Ferguson, 163 U.S. 537",Reported judicial opinion,"Plessy's planned arrest and Supreme Court segregation holding",https://www.law.cornell.edu/supremecourt/text/163/537,"Supplement with Citizens' Committee history before final release so the test-case strategy is not reduced to the appellate opinion."
ch14-001,14,2026-09-06,1909,U.S. Supreme Court via Cornell Legal Information Institute,"United States v. Shipp, 214 U.S. 386 and 215 U.S. 580",Reported judicial opinions,"Supreme Court original contempt trial, guilt findings, sentencing",https://www.law.cornell.edu/supremecourt/text/214/386,"This was contempt enforcement of Supreme Court authority, not a murder retrial of Ed Johnson's lynchers."
ch15-001,15,2026-09-06,2003,Leonard Dinnerstein / New Georgia Encyclopedia,"Leo Frank Case",Scholarly state encyclopedia synthesis,"Trial atmosphere, Conley testimony, appeals, commutation, lynching",https://www.georgiaencyclopedia.org/articles/history-archaeology/leo-frank-case/,"Before release add the Georgia pardon-board primary record; do not call the 1986 pardon an innocence exoneration."
ch16-001,16,2026-09-06,1925,Tennessee State Library and Archives,"Butler Act",State archival primary source,"Text and provenance of the anti-evolution statute underlying Scopes prosecution",https://teva.contentdm.oclc.org/digital/collection/scopes/id/167/,"Pair with trial transcript/proceedings; do not substitute Inherit the Wind for historical evidence."
ch17-001,17,2026-09-06,1932,U.S. Supreme Court via Cornell Legal Information Institute,"Powell v. Alabama, 287 U.S. 45",Reported judicial opinion,"First Scottsboro trials and narrow capital-case right-to-counsel holding",https://www.law.cornell.edu/supremecourt/text/287/45,"Pair with Norris v. Alabama for jury-exclusion history; do not collapse Powell into Gideon."
ch18-001,18,2026-09-06,1983,National Archives,"Motion to Vacate Conviction and Dismiss Indictment of Fred T. Korematsu",Federal archival record,"Coram nobis record, suppressed intelligence evidence, 1983 vacatur and later redress context",https://www.archives.gov/san-francisco/highlights/korematsu,"Distinguish exclusion, curfew, detention, and Endo; the 1983 court vacated Korematsu's conviction, not the 1944 Supreme Court opinion."
ch19-001,19,2026-09-06,2021,U.S. Department of Justice Civil Rights Division,"Emmett Till - Notice to Close File",Federal investigative closing memorandum,"1955 trial context, acquittal, later admissions, disputed recantation claims, modern investigation closure",https://www.justice.gov/crt/case-document/emmett-till-notice-close-file-0,"Use DOJ's evidentiary conclusions rather than sensational secondary claims about later recantation."
ch20-001,20,2026-09-06,1963,U.S. Supreme Court via Cornell Legal Information Institute,"Gideon v. Wainwright, 372 U.S. 335",Reported judicial opinion,"Gideon's uncounseled trial, request for counsel, conviction, constitutional holding",https://www.law.cornell.edu/supremecourt/text/372/335,"Supplement with Florida retrial record for W. Fred Turner's defense and acquittal."
ch21-001,21,2026-09-06,,National Archives,"Records of the Watergate Special Prosecution Force",Federal archival record guide,"United States v. Mitchell et al. investigation, trial preparation, transcripts, exhibits, post-trial records",https://www.archives.gov/research/guide-fed-records/groups/460.html,"Separately source United States v. Nixon and Nixon's pardon; Nixon was not tried in the cover-up case."
ch22-001,22,2026-09-06,1984,U.S. Department of Justice,"Insanity Defense Reform Act of 1984",Official legal guidance,"Federal statutory changes following the Hinckley-era insanity-defense controversy",https://www.justice.gov/archives/usam/criminal-resource-manual-634-insanity-defense-reform-act-1984,"Pair with trial-specific psychiatric evidence before making causal claims; verdict did not mean immediate release."
ch23-001,23,2026-09-06,,Douglas O. Linder / UMKC School of Law,"Famous Trials: O. J. Simpson Trial",University legal-history collection,"Trial chronology, documents, testimony and media context",https://law2.umkc.edu/faculty/projects/ftrials/ftrials.html,"Secondary research portal; before release source forensic statistics and chain-of-custody claims to trial records or contemporaneous reporting."
ch24-001,24,2026-09-06,2006,Federal court reporting / Death Penalty Information Center,"Federal Jury Gives Moussaoui Life in Prison Without Parole",Contemporaneous sentencing synthesis,"Capital sentencing verdict and life-without-parole outcome",https://deathpenaltyinfo.org/federal-jury-gives-moussaoui-life-in-prison-without-parole,"Before release add indictment, plea and verdict-form primary records; distinguish admitted plea facts from disputed claims about operational role."
ch25-001,25,2026-09-06,2015,U.S. Department of Justice,"Federal Officials Close Investigation Into Death of Trayvon Martin",Official federal investigative conclusion,"Federal civil-rights charging standard and 2015 closure after Zimmerman acquittal",https://www.justice.gov/archives/opa/pr/federal-officials-close-investigation-death-trayvon-martin,"Pair with Florida jury instructions; no pretrial Stand Your Ground immunity ruling disposed of the case."
ch26-001,26,2026-09-06,2024,New York State Law Reporting Bureau,"People v. Trump, 2024 NY Slip Op 24328",Official state court opinion,"Trial dates, 34-count guilty verdict, post-verdict presidential-immunity challenge",https://www.nycourts.gov/reporter/3dseries/2024/2024_24328.htm,"Live-history chapter. Refresh immediately before release and after any material appellate ruling."
