source_id,chapter,accessed_date,publication_date,author_or_institution,title,source_type,claim_or_use,url,notes
ch04-002,4,2026-09-07,2025,OpenAI,"A practical guide to building agents",First-party engineering guide,"Use cases should have clear workflows; instructions and tools bound behavior",https://openai.com/business/guides-and-resources/a-practical-guide-to-building-ai-agents/,"Vendor guidance."
ch04-003,4,2026-09-07,2026-08-24,UK National Cyber Security Centre,"Managing the cyber risk of agentic AI",Government security guidance,"Document scope, red lines, allowed actions, and conditions for seeking human approval before deployment",https://www.ncsc.gov.uk/blogs/managing-the-cyber-risk-of-agentic-ai,"Interim practical advice; NCSC says formal guidance will evolve."
ch05-001,5,2026-09-07,2024-12-19,Anthropic,"Building Effective Agents",First-party engineering guide,"Evaluator-optimizer patterns are most useful when criteria are clear and feedback can demonstrably improve output",https://www.anthropic.com/engineering/building-effective-agents,"Vendor experience."
ch05-002,5,2026-09-07,2026-01-09,Anthropic,"Demystifying evals for AI agents",First-party engineering guide,"Evals make regressions and behavior changes visible across an agent lifecycle",https://www.anthropic.com/engineering/demystifying-evals-for-ai-agents,"Vendor experience."
ch05-003,5,2026-09-07,2023-09-18,Fabrizio Dell'Acqua et al.,"Navigating the Jagged Technological Frontier",Field experiment / working paper,"Generative AI improved performance on tasks inside its capability frontier but could reduce correctness on tasks outside it",https://doi.org/10.2139/ssrn.4573321,"Working-paper version revised March 17, 2026; describe task context and experimental population when using results."
ch06-001,6,2026-09-07,2025-02-04,Erik Brynjolfsson; Danielle Li; Lindsey Raymond,"Generative AI at Work",Academic journal article,"Field evidence that AI assistance raised average customer-support productivity while gains were larger for less-experienced workers",https://doi.org/10.1093/qje/qjae044,"Study of 5,172 customer-support agents; effects are setting-specific."
ch06-002,6,2026-09-07,2025-04-25,Hao-Ping Lee et al.,"The Impact of Generative AI on Critical Thinking",CHI conference paper,"Survey evidence associates higher confidence in GenAI with less self-reported critical-thinking effort and describes a shift toward verification and stewardship",https://doi.org/10.1145/3706598.3713778,"Survey of 319 knowledge workers and 936 examples; self-reported behavior is not direct causal measurement of skill loss."
ch06-003,6,2026-09-07,2023-09-18,Fabrizio Dell'Acqua et al.,"Navigating the Jagged Technological Frontier",Field experiment / working paper,"Performance depends on recognizing where the model is and is not competent",https://doi.org/10.2139/ssrn.4573321,"Supports judgment-at-the-boundary argument with limits."
ch07-001,7,2026-09-07,2026-01-09,Anthropic,"Demystifying evals for AI agents",First-party engineering guide,"Regression suites can turn discovered failures into durable tests",https://www.anthropic.com/engineering/demystifying-evals-for-ai-agents,"The term correction ledger is the author's synthesis."
ch07-002,7,2026-09-07,2025-09-11,Anthropic,"Writing effective tools for AI agents — using AI agents",First-party engineering report,"Tool descriptions and interfaces can be improved through testing and evaluation with agents",https://www.anthropic.com/engineering/writing-tools-for-agents,"Vendor engineering evidence."
ch07-003,7,2026-09-07,2024-07-26,NIST,"Artificial Intelligence Risk Management Framework: Generative Artificial Intelligence Profile",Government standard/profile,"Lifecycle risk management, testing, documentation, and monitoring for generative-AI systems",https://doi.org/10.6028/NIST.AI.600-1,"Voluntary cross-sector profile; updated NIST page April 8, 2026."
ch08-001,8,2026-09-07,2024-12-19,Anthropic,"Building Effective Agents",First-party engineering guide,"Augmented LLM agents commonly combine retrieval, tools, and memory",https://www.anthropic.com/engineering/building-effective-agents,"Memory is an architectural augmentation, not proof of human-like understanding."
ch08-002,8,2026-09-07,2025,OpenAI,"A practical guide to building agents",First-party engineering guide,"Agent behavior is produced by a system combining model, tools, and instructions, not by stored context alone",https://openai.com/business/guides-and-resources/a-practical-guide-to-building-ai-agents/,"Vendor guidance."
ch08-003,8,2026-09-07,2024-07-26,NIST,"AI RMF Generative AI Profile",Government standard/profile,"Risks can emerge across the lifecycle from data, context, use, and system interaction",https://doi.org/10.6028/NIST.AI.600-1,"Used to resist anthropomorphizing memory."
ch09-001,9,2026-09-07,2026-01-09,Anthropic,"Demystifying evals for AI agents",First-party engineering guide,"Agent evaluation should include task-level success criteria and repeated runs because trajectories vary",https://www.anthropic.com/engineering/demystifying-evals-for-ai-agents,"Current practice guidance."
ch09-002,9,2026-09-07,2026-05-15,UK National Cyber Security Centre,"Thinking carefully before adopting agentic AI",Government security guidance,"Deploy incrementally, start with tightly bounded low-risk pilots, and expand only as confidence grows",https://www.ncsc.gov.uk/blogs/thinking-carefully-before-adopting-agentic-ai,"Government guidance; not a performance benchmark."
ch09-003,9,2026-09-07,2025-03-19,METR,"Measuring AI Ability to Complete Long Software Tasks",Research report,"Reliability varies strongly with task length and task difficulty",https://metr.org/blog/2025-03-19-measuring-ai-ability-to-complete-long-tasks/,"Software/research tasks only."
ch10-001,10,2026-09-07,2020,NIST,"SP 800-53 Rev. 5 — AC-6 Least Privilege",Government security standard,"Processes should receive only the access necessary to accomplish assigned tasks",https://csrc.nist.gov/publications/detail/sp/800-53/rev-5/final,"General security principle applied to agent processes."
ch10-002,10,2026-09-07,2026-08-24,UK National Cyber Security Centre,"Managing the cyber risk of agentic AI",Government security guidance,"Limit autonomy, sandbox agents, log activity, preserve attribution, and maintain emergency shutdown capability",https://www.ncsc.gov.uk/blogs/managing-the-cyber-risk-of-agentic-ai,"Interim guidance."
ch10-003,10,2026-09-07,2026,OWASP GenAI Security Project,"LLM08: Excessive Agency",Security guidance,"Excessive functionality, permissions, or autonomy can widen damage when an LLM-based system behaves unexpectedly",https://genai.owasp.org/llmrisk2023-24/llm08-excessive-agency/,"OWASP taxonomy; versioning may change."
ch10-004,10,2026-09-07,2026,UK National Cyber Security Centre,"Prompt injection is not SQL injection (it may be worse)",Government security analysis,"Current LLMs do not provide a reliable internal security boundary between instructions and untrusted data",https://www.ncsc.gov.uk/blog-post/prompt-injection-is-not-sql-injection,"NCSC argues prompt injection may require architectural containment rather than relying on detection alone."
ch11-001,11,2026-09-07,2025,OpenAI,"A practical guide to building agents",First-party engineering guide,"High-risk actions and exceeded failure thresholds are reasons to trigger human intervention",https://openai.com/business/guides-and-resources/a-practical-guide-to-building-ai-agents/,"Vendor guidance."
ch11-002,11,2026-09-07,2026-05-15,UK National Cyber Security Centre,"Thinking carefully before adopting agentic AI",Government security guidance,"Expand agent scope incrementally and never grant unrestricted access to sensitive data or critical systems",https://www.ncsc.gov.uk/blogs/thinking-carefully-before-adopting-agentic-ai,"Supports graduated permission argument."
ch11-003,11,2026-09-07,2026,OWASP GenAI Security Project,"LLM08: Excessive Agency",Security guidance,"Permission and autonomy are independent contributors to risk",https://genai.owasp.org/llmrisk2023-24/llm08-excessive-agency/,"Taxonomy used as boundary evidence."
ch12-001,12,2026-09-07,2025,OpenAI,"A practical guide to building agents",First-party engineering guide,"Agents should transfer control to humans after failure thresholds or before high-risk actions",https://openai.com/business/guides-and-resources/a-practical-guide-to-building-ai-agents/,"Supports escalation as a designed capability."
ch12-002,12,2026-09-07,2026-08-24,UK National Cyber Security Centre,"Managing the cyber risk of agentic AI",Government security guidance,"Define in advance when an agent should stop and seek guaranteed, gated human approval",https://www.ncsc.gov.uk/blogs/managing-the-cyber-risk-of-agentic-ai,"Interim guidance."
ch12-003,12,2026-09-07,1997-06-01,Raja Parasuraman and Victor Riley,"Humans and Automation: Use, Misuse, Disuse, Abuse",Academic journal article,"Trust and automation reliability affect misuse and disuse; supervision is a human-factors problem rather than a simple on/off choice",https://doi.org/10.1518/001872097778543886,"Older automation research; use as analogy, not direct agent evidence."
ch13-001,13,2026-09-07,2024-12-19,Anthropic,"Building Effective Agents",First-party engineering guide,"Orchestrator-worker and routing patterns can help when tasks decompose cleanly, but unnecessary complexity should be avoided",https://www.anthropic.com/engineering/building-effective-agents,"Vendor patterns; supports both benefit and counterevidence."
ch13-002,13,2026-09-07,2025,OpenAI,"A practical guide to building agents",First-party engineering guide,"Start with a single-agent system and introduce multi-agent orchestration only when needed",https://openai.com/business/guides-and-resources/a-practical-guide-to-building-ai-agents/,"Vendor guidance."
ch13-003,13,2026-09-07,2026-01-09,Anthropic,"Demystifying evals for AI agents",First-party engineering guide,"More complex agent trajectories make evaluation harder and increase the importance of task-level measurement",https://www.anthropic.com/engineering/demystifying-evals-for-ai-agents,"Current practice guidance."
ch14-001,14,2026-09-07,2026-05,UK National Cyber Security Centre,"Understanding adversarial attacks against Machine Learning and AI",Government security paper,"In agentic systems malicious input can arrive through tool responses or other agents, not only direct user prompts",https://www.ncsc.gov.uk/paper/understanding-adversarial-attacks-against-machine-learning-and-ai,"Supports transitive-trust risk in agent-to-agent systems."
ch14-002,14,2026-09-07,2026-08-24,UK National Cyber Security Centre,"Managing the cyber risk of agentic AI",Government security guidance,"Observability, attribution, logging, and containment matter as autonomous systems interact with services",https://www.ncsc.gov.uk/blogs/managing-the-cyber-risk-of-agentic-ai,"Interim guidance."
ch14-003,14,2026-09-07,2024-12-19,Anthropic,"Building Effective Agents",First-party engineering guide,"Orchestrator-worker systems delegate subtasks and synthesize results",https://www.anthropic.com/engineering/building-effective-agents,"Used for architecture description, not to imply guaranteed control."
ch15-001,15,2026-09-07,2026-08-24,UK National Cyber Security Centre,"Managing the cyber risk of agentic AI",Government security guidance,"Log, audit, monitor, and attribute agentic activity as part of security operations",https://www.ncsc.gov.uk/blogs/managing-the-cyber-risk-of-agentic-ai,"Supports claim that evidence is part of competent operation."
ch15-002,15,2026-09-07,2026-01-09,Anthropic,"Demystifying evals for AI agents",First-party engineering guide,"Evaluation needs observable outcomes and grading criteria rather than fluency alone",https://www.anthropic.com/engineering/demystifying-evals-for-ai-agents,"Current practice guidance."
ch15-003,15,2026-09-07,2024-07-26,NIST,"AI RMF Generative AI Profile",Government standard/profile,"Documentation, monitoring, testing, and incident learning are components of lifecycle risk management",https://doi.org/10.6028/NIST.AI.600-1,"Voluntary framework."
ch16-001,16,2026-09-07,1983-11,Lisanne Bainbridge,"Ironies of Automation",Academic journal article,"Automation can leave humans responsible for abnormal conditions while reducing the practice that equips them to intervene",https://doi.org/10.1016/0005-1098(83)90046-8,"Classic process-control argument used as analogy."
ch16-002,16,2026-09-07,1995-06-01,Mica R. Endsley and Esin O. Kiris,"The Out-of-the-Loop Performance Problem and Level of Control in Automation",Academic journal article,"Automated navigation experiment linked lower situation awareness with slower recovery after automation failure",https://doi.org/10.1518/001872095779064555,"Older expert-system/navigation setting; do not universalize."
ch16-003,16,2026-09-07,2025-04-25,Hao-Ping Lee et al.,"The Impact of Generative AI on Critical Thinking",CHI conference paper,"Knowledge workers reported that GenAI shifts critical thinking toward verification and stewardship; higher GenAI confidence correlated with lower reported effort",https://doi.org/10.1145/3706598.3713778,"Self-report study; not direct proof of long-term skill decay."
ch17-001,17,2026-09-07,1997-06-01,Raja Parasuraman and Victor Riley,"Humans and Automation: Use, Misuse, Disuse, Abuse",Academic journal article,"Automation trust must be calibrated; both overuse and underuse can be harmful",https://doi.org/10.1518/001872097778543886,"Human-factors analogy."
ch17-002,17,2026-09-07,2023-09-18,Fabrizio Dell'Acqua et al.,"Navigating the Jagged Technological Frontier",Field experiment / working paper,"Users can gain substantially inside an AI capability frontier and still be harmed by misplaced reliance outside it",https://doi.org/10.2139/ssrn.4573321,"Supports calibrated-supervision argument."
ch17-003,17,2026-09-07,2026-05-08,METR,"Task-Completion Time Horizons of Frontier AI Models",Research benchmark,"Autonomous task capability varies with required task duration and reliability threshold",https://metr.org/time-horizons/,"Software-oriented benchmark; not a general intelligence scale."
ch18-001,18,2026-09-07,1976-07-01,Michael C. Jensen and William H. Meckling,"Theory of the Firm: Managerial Behavior, Agency Costs and Ownership Structure",Academic journal article,"Ownership, monitoring, incentives, and residual claims shape the economics of delegated action",https://doi.org/10.1016/0304-405X(76)90026-X,"Human-economic theory used as conceptual foundation for asking who captures agent-produced value."
ch18-002,18,2026-09-07,2025-09-11,Anthropic,"Writing effective tools for AI agents — using AI agents",First-party engineering report,"Tool interfaces and eval suites can materially affect agent performance independent of the base model",https://www.anthropic.com/engineering/writing-tools-for-agents,"Supports claim that surrounding system design can be an asset."
ch18-003,18,2026-09-07,2026-01-09,Anthropic,"Demystifying evals for AI agents",First-party engineering guide,"Evaluation assets compound in value as they capture known failure modes and regressions",https://www.anthropic.com/engineering/demystifying-evals-for-ai-agents,"The economic 'moat' interpretation is the author's thesis, not Anthropic's claim."
ch19-001,19,2026-09-07,2026,Stanford Institute for Human-Centered AI,"Economy — 2026 AI Index Report",Research synthesis,"AI labor-market effects are uneven and agent use remains early even as expectations of workforce change rise",https://hai.stanford.edu/ai-index/2026-ai-index-report/economy,"Use dated evidence; avoid forecasting a specific job-loss number from surveys."
ch19-002,19,2026-09-07,2025-02-04,Erik Brynjolfsson; Danielle Li; Lindsey Raymond,"Generative AI at Work",Academic journal article,"AI assistance can change the productivity gradient between less- and more-experienced workers in a bounded setting",https://doi.org/10.1093/qje/qjae044,"Customer-support context only."
ch19-003,19,2026-09-07,2025-09-24,Microsoft Research,"Rethinking AI in Knowledge Work: From Assistant to Tool for Thought",Research synthesis / design essay,"Knowledge work may shift from production toward validation, steering, and deeper thought; researchers warn against becoming passive validators",https://www.microsoft.com/en-us/research/articles/rethinking-ai-in-knowledge-work-from-assistant-to-tool-for-thought/,"Research-team synthesis rather than a single controlled trial."
ch20-001,20,2026-09-07,2026-09-03,Financial Times,"'It's a total game-changer': AI enters the household",Contemporary reporting,"Examples of families using agents for email/calendar synthesis, planning, shopping, and household coordination, alongside privacy and skill concerns",https://www.ft.com/content/6fc3bfad-cb65-483a-b29c-84d494bd15b6,"Secondary reporting; use examples without turning them into prevalence claims."
ch20-002,20,2026-09-07,2024-07-26,NIST,"AI RMF Generative AI Profile",Government standard/profile,"Privacy, information integrity, and human-AI configuration risks become relevant when personal data enters generative-AI systems",https://doi.org/10.6028/NIST.AI.600-1,"Cross-sector guidance."
ch20-003,20,2026-09-07,2026-05-15,UK National Cyber Security Centre,"Thinking carefully before adopting agentic AI",Government security guidance,"Agentic systems that can access data and take actions need bounded pilots, oversight, and containment",https://www.ncsc.gov.uk/blogs/thinking-carefully-before-adopting-agentic-ai,"Applied to household context by analogy."
ch21-001,21,2026-09-07,2026-05-08,METR,"Task-Completion Time Horizons of Frontier AI Models",Research benchmark,"Frontier-agent task horizons have continued to improve, making any fixed human-machine task boundary fragile",https://metr.org/time-horizons/,"Trend evidence is software-heavy and should not be extrapolated as a precise economy-wide forecast."
ch21-002,21,2026-09-07,2026,Stanford Institute for Human-Centered AI,"Economy — 2026 AI Index Report",Research synthesis,"Adoption, investment, productivity effects, and labor impacts are moving at different speeds",https://hai.stanford.edu/ai-index/2026-ai-index-report/economy,"Supports a conditional rather than deterministic conclusion."
ch21-003,21,2026-09-07,1983-11,Lisanne Bainbridge,"Ironies of Automation",Academic journal article,"As automation expands, the design of the remaining human role becomes more important rather than automatically simpler",https://doi.org/10.1016/0005-1098(83)90046-8,"Historical analogy that survives even if specific AI capabilities move rapidly."
market-001,NA,2026-09-07,2026-08-28,Caitlin McCaffrey,"How to train your agent",Contemporary essay,"Market scan: exact phrase already used for a customer-research agent training article",https://aicustomerresearch.substack.com/p/how-to-train-your-agent,"Title-phrase collision means novelty should be claimed at the thesis level, not as exclusive wording."
market-002,NA,2026-09-07,2026-02,Roberto Infante,"AI Agents and Applications",Publisher page / technical book,"Market scan: technical book focused on LangChain, LangGraph, MCP, and production agent applications",https://www.manning.com/books/langchain-in-action,"Used only for positioning."
market-003,NA,2026-09-07,2026-05-12,Kenneth Mangum,"Leading with AI Agents: Trust, Delegation, and Accountability",Publisher/catalog listing,"Market scan: short management playbook on organizational trust and delegation with AI agents",https://books.google.com/books?id=HQEY0gEACAAJ,"Used only for positioning; not used as factual evidence in manuscript."
market-004,NA,2026-09-07,2026,The Good Pixel,"Learn Agentic Working",Open-source book/playbook,"Market scan: practical cross-role guide to daily work with agents",https://github.com/the-good-pixel/learn-agentic-working,"Used only for positioning."
