source_id,chapter,accessed_date,publication_date,author_or_institution,title,source_type,claim_or_use,url,notes
gfs06-001,6,2026-09-06,2012-01-01,"Antti Oulasvirta; Tye Rattenbury; Lingyi Ma; Eeva Raita","Habits make smartphone use more pervasive",Field/logging research,"Checking habits as learned repetitive behavior rather than proof of clinical addiction",https://doi.org/10.1007/s00779-011-0412-2,"Directly relevant to the chapter's reflex argument."
gfs06-002,6,2026-09-06,2017-04-03,"Adrian F. Ward; Kristen Duke; Ayelet Gneezy; Maarten W. Bos","Brain Drain: The Mere Presence of One’s Own Smartphone Reduces Available Cognitive Capacity",Laboratory experiments,"Original evidence for some cognitive-capacity effects of smartphone presence",https://doi.org/10.1086/691462,"Do not generalize beyond the tested tasks or ignore later mixed evidence."
gfs06-003,6,2026-09-06,2023-11-23,Douglas A. Parry,"Does the Mere Presence of a Smartphone Impact Cognitive Performance? A Meta-Analysis of the ‘Brain Drain Effect’",Meta-analysis,"Tests robustness and magnitude of smartphone mere-presence effects across studies",https://doi.org/10.1080/15213269.2023.2286647,"Included specifically to prevent treating Ward et al. as a universal law."
gfs06-004,6,2026-09-06,2024-01-30,"Andree Hartanto et al.","The Effect of Mere Presence of Smartphone on Cognitive Functions: A Four-Level Meta-Analysis",Meta-analysis,"Synthesizes mixed findings across 33 studies and 53 samples on smartphone presence and cognition",https://doi.org/10.1037/tmb0000123,"Use for replication/heterogeneity context."
gfs07-001,7,2026-09-06,2014-02-01,Linda A. Henkel,"Point-and-Shoot Memories: The Influence of Taking Photos on Memory for a Museum Tour",Laboratory/field experiment,"Photo-taking impairment for whole-object photography and the important focused/zoom condition",https://doi.org/10.1177/0956797613504438,"Supports a conditional claim, not 'photography erases memory.'"
gfs07-002,7,2026-09-06,2011-07-14,"Betsy Sparrow; Jenny Liu; Daniel M. Wegner","Google Effects on Memory: Cognitive Consequences of Having Information at Our Fingertips",Laboratory experiments,"Expected future access can shift recall toward where information is stored rather than the information itself",https://doi.org/10.1126/science.1207745,"Broader external-memory context; internet/computer study, not smartphone-specific."
gfs08-001,8,2026-09-06,2020-03-23,"Louisa Dahmani; Véronique D. Bohbot","Habitual use of GPS negatively impacts spatial memory during self-guided navigation",Academic study,"Associations between greater GPS experience and poorer spatial-memory measures; small longitudinal follow-up",https://doi.org/10.1038/s41598-020-62877-0,"Do not claim GPS damages the hippocampus; sample and causal limits remain important."
gfs09-001,9,2026-09-06,2016-05-31,"Lauren E. Sherman; Ashley A. Payton; Leanna M. Hernandez; Patricia M. Greenfield; Mirella Dapretto","The Power of the Like in Adolescence: Effects of Peer Influence on Neural and Behavioral Responses to Social Media",fMRI experiment,"Quantified peer endorsement influenced adolescents' liking behavior and neural response in a simulated Instagram task",https://doi.org/10.1177/0956797616645673,"Neural activation is not evidence of addiction; describe task and observed behavior precisely."
gfs09-002,9,2026-09-06,2014-10-01,"Erin A. Vogel; Jason P. Rose; Lindsay R. Roberts; Katheryn Eckles","Social Comparison, Social Media, and Self-Esteem",Correlational and experimental research,"Social-media exposure and upward comparison as a mechanism relevant to self-evaluation",https://doi.org/10.1037/ppm0000047,"Facebook-era evidence; platform and population context matter."
gfs10-001,10,2026-09-06,2015-04-01,"Larissa K. Barber; Alecia M. Santuzzi","Please respond ASAP: Workplace telepressure and employee recovery",Workplace psychology research,"Defines workplace telepressure and links response pressure with recovery, burnout, absenteeism and sleep measures",https://doi.org/10.1037/a0038278,"Asynchronous-message context extends beyond smartphones; used for expectation rather than hardware causality."
gfs10-002,10,2026-09-06,2019-03-18,"Larissa K. Barber; Amanda L. Conlin; Alecia M. Santuzzi","Workplace telepressure and work–life balance outcomes: The role of work recovery experiences",Workplace psychology research,"Telepressure, detachment, recovery and work-life balance",https://doi.org/10.1002/smi.2864,"Supports the organizational-norm mechanism."
gfs10-003,10,2026-09-06,2023-06-06,"Journal of Occupational Health study authors","Effects of task interruptions caused by notifications from communication applications on strain and performance",Field experiment,"One-day disabling of communication notifications; effects on performance and strain moderated by FoMO/telepressure",https://academic.oup.com/joh/article/65/1/e12408/7479297,"Field experiment; not evidence that all notification removal benefits all employees."
gfs11-001,11,2026-09-06,2018-09-01,"Ryan J. Dwyer; Kostadin Kushlev; Elizabeth W. Dunn","Smartphone use undermines enjoyment of face-to-face social interactions",Randomized field experiment and experience sampling,"Phone availability/use during meals increased distraction and reduced reported enjoyment in the field experiment",https://doi.org/10.1016/j.jesp.2017.10.007,"Supports shared-attention mechanism; not a ban on all co-present phone use."
gfs11-002,11,2026-09-06,2016-01-01,"James A. Roberts; Meredith E. David","My life has become a major distraction from my cell phone: Partner phubbing and relationship satisfaction among romantic partners",Survey/scale research,"Partner phubbing, phone conflict and relationship-satisfaction associations",https://doi.org/10.1016/j.chb.2015.07.058,"Self-report association; causality remains limited."
gfs11-003,11,2026-09-06,2020-07-31,"John Courtright; Scott Caplan","A Meta-Analysis of Mobile Phone Use and Presence",Meta-analysis,"Distinguishes weaker mere-presence evidence from more consistent negative perceptions associated with active phubbing",https://doi.org/10.17161/hct.v1i2.13412,"Useful counterevidence against treating simple device presence as universally harmful."
gfs11-004,11,2026-09-06,2018-01-01,"Brandon T. McDaniel; Jenny S. Radesky","Technoference: Parent Distraction With Technology and Associations With Child Behavior Problems",Family research,"Associations among parent problematic technology use, technology-based interruptions and child behavior",https://doi.org/10.1111/cdev.12822,"Cross-sectional/family-process evidence; preserve bidirectionality questions."
gfs12-001,12,2026-09-06,2019-01-14,"Amy Orben; Andrew K. Przybylski","The association between adolescent well-being and digital technology use",Large-scale specification-curve analysis,"Small associations between digital-technology use and adolescent well-being across large datasets",https://doi.org/10.1038/s41562-018-0506-1,"Central counterweight to population-level catastrophe claims."
gfs12-002,12,2026-09-06,2020-01-17,"Candice L. Odgers; Michaeline R. Jensen","Adolescent mental health in the digital age: facts, fears, and future directions",Annual research review,"Synthesis emphasizing mixed, often small and correlational findings and methodological limits",https://doi.org/10.1111/jcpp.13190,"Use to preserve uncertainty and avoid monocausal claims."
gfs12-003,12,2026-09-06,2023-05-23,U.S. Surgeon General,"Social Media and Youth Mental Health",Official public-health advisory,"Current-evidence framing, possible benefits and harms, and uncertainty around safety for children and adolescents",https://www.hhs.gov/surgeongeneral/reports-and-publications/youth-mental-health/social-media/index.html,"Advisory is not a causal meta-analysis; report its judgment accurately."
gfs12-004,12,2026-09-06,2024-01-01,"National Academies of Sciences, Engineering, and Medicine","Social Media and Adolescent Health",Consensus study report,"Consensus review of evidence, heterogeneity, mechanisms and research gaps",https://nap.nationalacademies.org/catalog/27396/social-media-and-adolescent-health,"Use as a high-level synthesis rather than proof of a single effect size."
gfs12-005,12,2026-09-06,2023-05-09,American Psychological Association,"Health advisory on social media use in adolescence",Professional advisory,"Developmentally informed recommendations and evidence cautions around adolescent social-media use",https://www.apa.org/topics/social-media-internet/health-advisory-adolescent-social-media-use,"Professional advisory; distinguish recommendations from causal findings."
gfs12-006,12,2026-09-06,2019-11-29,"Sei Yon Sohn; Philippa Rees; Bethany Wildridge; Nicola J. Kalk; Ben Carter","Prevalence of problematic smartphone usage and associated mental health outcomes amongst children and young people",Systematic review and meta-analysis,"Problematic smartphone use prevalence and associations with depression, anxiety, stress and sleep among youth",https://doi.org/10.1186/s12888-019-2350-x,"Most included studies were cross-sectional; association does not establish direction."
gfs13-001,13,2026-09-06,2016-05-31,"Lauren E. Sherman et al.","The Power of the Like in Adolescence",fMRI experiment,"Quantified endorsement as a visible social signal that influences behavior",https://doi.org/10.1177/0956797616645673,"Used for metrics/peer influence, not to label likes addictive."
gfs13-002,13,2026-09-06,2014-10-01,"Erin A. Vogel et al.","Social Comparison, Social Media, and Self-Esteem",Correlational and experimental research,"Upward social comparison as one route by which quantified/curated environments can affect self-evaluation",https://doi.org/10.1037/ppm0000047,"Does not establish all social-media use lowers self-esteem."
gfs14-001,14,2026-09-06,2012-09-05,"John D. Eastwood; Alexandra Frischen; Mark J. Fenske; Daniel Smilek","The Unengaged Mind: Defining Boredom in Terms of Attention",Theoretical review,"Defines boredom as an aversive inability to engage in satisfying activity and synthesizes attention-based accounts",https://doi.org/10.1177/1745691612456044,"Used to avoid romanticizing boredom."
gfs14-002,14,2026-09-06,2014-05-08,"Sandi Mann; Rebekah Cadman","Does Being Bored Make Us More Creative?",Experiments,"Some boring tasks increased performance on later creative tasks under tested conditions",https://doi.org/10.1080/10400419.2014.901073,"Narrow experimental finding; not evidence that boredom is universally beneficial."
gfs15-001,15,2026-09-06,2016-01-01,"Liese Exelmans; Jan Van den Bulck","Bedtime mobile phone use and sleep in adults",Cross-sectional survey,"Bedtime phone use after lights out associated with poorer self-reported sleep outcomes in adults",https://pubmed.ncbi.nlm.nih.gov/26688552/,"Cross-sectional and self-reported; reverse causation is plausible."
gfs15-002,15,2026-09-06,2016-10-31,"Ben Carter; Philippa Rees; Lauren Hale; Darsharna Bhattacharjee; Mandar S. Paradkar","Association Between Portable Screen-Based Media Device Access or Use and Sleep Outcomes",Systematic review and meta-analysis,"Bedtime device access/use associated with poorer sleep outcomes among school-age children and adolescents",https://doi.org/10.1001/jamapediatrics.2016.2341,"Included studies were observational; authors rated evidence limitations."
gfs16-001,16,2026-09-06,2007-11-05,"Google; Open Handset Alliance","Industry Leaders Announce Open Platform for Mobile Devices",Primary industry announcement,"Android and Open Handset Alliance show that smartphone platform convergence was broader than Apple",https://googlepress.blogspot.com/2007/11/industry-leaders-announce-open-platform.html,"Use to establish parallel industry development, not equivalence of all design choices."
gfs16-002,16,2026-09-06,2008-10-22,T-Mobile,"T-Mobile Launches the Highly Anticipated T-Mobile G1",Primary product announcement,"First Android-powered commercial handset; Android Market, Google services and touch/QWERTY combination",https://www.t-mobile.com/news/press/t-mobile-launches-the-highly-anticipatedt-mobile-g1,"Supports chapter's multi-company ecosystem argument."
gfs16-003,16,2026-09-06,2008-10-21,Google,"Android: The Open Source Cell Phone",Primary platform announcement,"Open-source release of Android and multi-company Open Handset Alliance strategy",https://opensource.googleblog.com/2008/10/android-open-source-cell-phone.html,"Shows platform diffusion beyond a single manufacturer."
gfs17-001,17,2026-09-06,2018-06-13,"Tayana Panova; Xavier Carbonell","Is smartphone addiction really an addiction?",Review,"Skeptical review of whether smartphone addiction is a distinct addiction; recommends attention to functions and maladaptive use",https://doi.org/10.1556/2006.7.2018.49,"Core source for the chapter's clinical-language restraint."
gfs17-002,17,2026-09-06,2019-11-29,"Sei Yon Sohn et al.","Prevalence of problematic smartphone usage and associated mental health outcomes amongst children and young people",Systematic review and meta-analysis,"Evidence that problematic use can be associated with real impairment-related outcomes while diagnostic boundaries remain unsettled",https://doi.org/10.1186/s12888-019-2350-x,"Most evidence observational; use 'problematic smartphone use' rather than declaring a disorder."
gfs18-001,18,2026-09-06,2026-09-06,Apple,"Accessibility",First-party product documentation,"Examples of mainstream smartphone accessibility capabilities including vision, hearing, mobility and cognitive supports",https://www.apple.com/accessibility/,"Current product documentation; features change over time. Used to demonstrate capability, not comparative effectiveness."
gfs18-002,18,2026-09-06,2014-09-09,Apple,"Apple Announces Apple Pay",Primary product announcement,"Mobile payment as an example of useful functional convergence",https://www.apple.com/newsroom/2014/09/09Apple-Announces-Apple-Pay/,"Product capability source only."
gfs19-001,19,2026-09-06,2019-10-01,"David A. Ellis; Brittany I. Davidson; Heather Shaw; Kristoffer Geyer","Do smartphone usage scales predict behavior?",Measurement study,"Compares self-report smartphone-use/addiction scales with objective Apple Screen Time behavior and finds important mismatches",https://doi.org/10.1016/j.ijhcs.2019.05.004,"Supports skepticism about self-reported total-use measures."
gfs19-002,19,2026-09-06,2018-06-04,Apple,"iOS 12 introduces new features to reduce interruptions and manage Screen Time",Primary product documentation,"Screen Time reports app categories, notifications and pickups rather than only total minutes",https://www.apple.com/uk/newsroom/2018/06/ios-12-introduces-new-features-to-reduce-interruptions-and-manage-screen-time/,"Product metric definitions can change across OS versions."
gfs20-001,20,2026-09-06,2024-06-12,"Laura Marciano et al.","Digital Detox and Well-Being",State-of-the-art review,"Review of reduction/abstinence interventions and heterogeneous well-being outcomes",https://doi.org/10.1542/peds.2024-066142,"Supports targeted reduction rather than universal abstinence claims."
gfs20-002,20,2026-09-06,2025-02-18,"Kostadin Kushlev et al.","Blocking mobile internet on smartphones improves sustained attention, mental health, and subjective well-being",Randomized controlled trial,"Two-week mobile-internet block while retaining calls/texts; causal evidence on sustained attention and well-being for compliers",https://doi.org/10.1093/pnasnexus/pgaf017,"Intervention targets mobile internet, not the entire phone; compliance and sample context matter."
gfs20-003,20,2026-09-06,2025-02-21,"Christoph Pieh et al.","Smartphone screen time reduction improves mental health: a randomized controlled trial",Randomized controlled trial,"Three-week reduction to two hours/day among healthy students; post-intervention changes in stress, well-being, depressive symptoms and sleep",https://doi.org/10.1186/s12916-025-03944-z,"Screen time rose rapidly again after intervention; student sample limits generalization."
gfs20-004,20,2026-09-06,2023-01-01,"David A. Ellis et al.","Digital Strategies for Screen Time Reduction: A Randomized Field Experiment",Randomized field experiment,"Grayscale reduced objectively measured screen time; time-limit goal setting reduced it more gradually; no immediate broad well-being/academic benefit",https://doi.org/10.1089/cyber.2022.0027,"Useful example of behavior change without assuming lower use automatically improves all outcomes."
gfs20-005,20,2026-09-06,2023-06-06,"Journal of Occupational Health study authors","Effects of task interruptions caused by notifications from communication applications on strain and performance",Field experiment,"Disabling communication notifications for one day and the moderating roles of FoMO and telepressure",https://academic.oup.com/joh/article/65/1/e12408/7479297,"Supports selective notification-management discussion."
gfs21-001,21,2026-09-06,2018-09-01,"Ryan J. Dwyer; Kostadin Kushlev; Elizabeth W. Dunn","Smartphone use undermines enjoyment of face-to-face social interactions",Randomized field experiment,"Collective phone-away condition during meals as evidence that room-level arrangements can alter distraction/enjoyment",https://doi.org/10.1016/j.jesp.2017.10.007,"One context; not proof that all phone-free rooms improve all outcomes."
gfs21-002,21,2026-09-06,2020-07-31,"John Courtright; Scott Caplan","A Meta-Analysis of Mobile Phone Use and Presence",Meta-analysis,"Active phone use during interaction shows more consistent interpersonal effects than mere presence",https://doi.org/10.17161/hct.v1i2.13412,"Supports proportionate rules focused on behavior/context rather than superstition about the object."
gfs22-001,22,2026-09-06,2025-02-18,"Kostadin Kushlev et al.","Blocking mobile internet on smartphones improves sustained attention, mental health, and subjective well-being",Randomized controlled trial,"Illustrates that removing one connectivity layer can change outcomes while retaining core communication functions",https://doi.org/10.1093/pnasnexus/pgaf017,"Used as evidence that mediation can be decomposed rather than requiring total device rejection."
gfs22-002,22,2026-09-06,2018-06-04,Apple,"iOS 12 introduces new features to reduce interruptions and manage Screen Time",Primary product announcement,"Historical example of the platform adding explicit attention-management controls after convergence",https://www.apple.com/uk/newsroom/2018/06/ios-12-introduces-new-features-to-reduce-interruptions-and-manage-screen-time/,"The future-facing AI/ambient sections are reasoned extrapolation and are not presented as empirical forecasts."
