id,year,author_or_institution,title,source_type,book_use,url
ch09-001,n.d.,Naval History and Heritage Command,Perry in Japan,Federal naval history,Chapter 9; accessed 2026-09-07. Susquehanna as steam flagship; Convention of Kanagawa; Japanese agency.,https://www.history.navy.mil/browse-by-topic/exploration-and-innovation/perry-in-japan.html
ch09-002,n.d.,U.S. Department of State Office of the Historian,Opening to Japan,Federal historical synthesis,Chapter 9; accessed 2026-09-07. Treaty chronology and Western pressure context.,https://history.state.gov/milestones/1830-1860/opening-to-japan
ch10-001,n.d.,Naval History and Heritage Command,Battle of Hampton Roads,Federal naval history,Chapter 10; accessed 2026-09-07. 8–9 March 1862; ironclad transition.,https://www.history.navy.mil/browse-by-topic/wars-conflicts-and-operations/civil-war/hampton-roads.html
ch10-002,n.d.,National Archives,Civil War Records,Archival guide,Chapter 10; accessed 2026-09-07. Primary records for Monitor program and blockade.,https://www.archives.gov/research/military/civil-war
ch11-001,1882,National Archives,Chinese Exclusion Act (1882),Primary document and archival interpretation,Chapter 11; accessed 2026-09-07. Federal exclusion after Pacific steamship routes made repeated arrival ordinary.,https://www.archives.gov/milestone-documents/chinese-exclusion-act
ch11-002,1898,National Archives,United States v. Wong Kim Ark,Primary document / archival interpretation,Chapter 11; accessed 2026-09-07. Birthright citizenship for Chinese American born in San Francisco; constitutional wake of Pacific migration.,https://www.archives.gov/milestone-documents/wong-kim-ark
ch12-001,n.d.,Naval History and Heritage Command,Ships — New Navy / steel navy topical browse,Federal naval history,Chapter 12; accessed 2026-09-07. ABCD ships and Dolphin as modernization threshold.,https://www.history.navy.mil/browse-by-topic/ships.html
ch12-002,n.d.,Naval History and Heritage Command,NHHC home — sea power intellectual and institutional materials,Federal naval history portal,Chapter 12; accessed 2026-09-07. Broader New Navy / Mahan context for peacetime procurement restart.,https://www.history.navy.mil/
ch13-001,n.d.,Naval History and Heritage Command,USS Maine,Federal naval history,Chapter 13; accessed 2026-09-07. Explosion 15 February 1898; disputed cause; Spanish-American War acceleration.,https://www.history.navy.mil/browse-by-topic/ships/battleships/maine.html
ch13-002,1898,National Archives,Treaty of Paris (1898),Primary document and archival interpretation,Chapter 13; accessed 2026-09-07. Philippine Guam Puerto Rico cessions; Cuba relinquishment.,https://www.archives.gov/milestone-documents/treaty-of-paris
ch14-001,n.d.,Naval History and Heritage Command,The Great White Fleet,Federal naval history,Chapter 14; accessed 2026-09-07. Connecticut flagship; world cruise 1907–1909; logistics and signaling.,https://www.history.navy.mil/browse-by-topic/exploration-and-innovation/great-white-fleet.html
ch14-002,n.d.,Library of Congress,Prints and Photographs — Great White Fleet,Primary-source visual collection,Chapter 14; accessed 2026-09-07. Visual record of the cruise.,https://www.loc.gov/pictures/search/?q=great+white+fleet
ch15-001,n.d.,National Archives,Eyewitness: Sinking of the Lusitania,Archival interpretation,Chapter 15; accessed 2026-09-07. 7 May 1915; American dead; neutrality diplomacy.,https://www.archives.gov/exhibits/eyewitness/html.php?section=18
ch15-002,n.d.,U.S. Department of State Office of the Historian,American Entry into World War I 1917,Federal historical synthesis,Chapter 15; accessed 2026-09-07. Unrestricted submarine warfare and Zimmermann Telegram as nearer causes.,https://history.state.gov/milestones/1914-1920/wwi
ch16-001,n.d.,Naval History and Heritage Command,Aircraft Carriers,Federal naval history,Chapter 16; accessed 2026-09-07. Lexington/Saratoga conversions; Langley first carrier; interwar learning.,https://www.history.navy.mil/browse-by-topic/ships/aircraft-carriers.html
ch16-002,n.d.,U.S. Department of State Office of the Historian,The Washington Naval Conference 1921–1922,Federal historical synthesis,Chapter 16; accessed 2026-09-07. Capital-ship limits and conversion allowances.,https://history.state.gov/milestones/1921-1936/naval-conference
ch17-001,1939,United States Holocaust Memorial Museum,Voyage of the St. Louis,Museum historical synthesis / passenger research,Chapter 17; accessed 2026-09-07. 937 passengers; Cuban and U.S. refusal; later fates including 254 murdered.,https://www.ushmm.org/online/st-louis/
ch17-002,n.d.,U.S. Department of State Office of the Historian,The Immigration Act of 1924 (The Johnson-Reed Act),Federal historical synthesis,Chapter 17; accessed 2026-09-07. National-origins quotas framing 1930s refugee administration.,https://history.state.gov/milestones/1921-1936/immigration-act
ch18-001,n.d.,Naval History and Heritage Command,American Revolution topical browse — industrial war lineage materials,Federal naval history portal,Chapter 18; accessed 2026-09-07. Broader NHHC materials used with Maritime Administration histories for Liberty ship program framing.,https://www.history.navy.mil/browse-by-topic/wars-conflicts-and-operations/american-revolution.html
ch18-002,n.d.,National Park Service,World War II Home Front,Federal historical synthesis,Chapter 18; accessed 2026-09-07. Labor mobilization; industrial policy as social infrastructure.,https://www.nps.gov/subjects/worldwarii/homefront.htm
ch19-001,n.d.,Smithsonian National Museum of American History,America on the Move — freight and containerization pathway,Museum historical synthesis,Chapter 19; accessed 2026-09-07. Ideal X and intermodal standardization context.,https://americanhistory.si.edu/exhibitions/america-on-the-move
ch19-002,n.d.,Library of Congress,Business and Economics research guides,Collection guide,Chapter 19; accessed 2026-09-07. Twentieth-century logistics and trade materials for containerization aftermath.,https://guides.loc.gov/business
ch20-001,n.d.,NASA,Apollo 11 Mission Overview,Primary agency history,Chapter 20; accessed 2026-09-07. Splashdown 24 July 1969; Hornet recovery; quarantine.,https://www.nasa.gov/mission_pages/apollo/missions/apollo11.html
ch20-002,n.d.,Naval History and Heritage Command,WWII Pacific battles materials including carrier recovery lineage,Federal naval history,Chapter 20; accessed 2026-09-07. Carrier institutional capacity underlying Apollo recovery platform assignment.,https://www.history.navy.mil/browse-by-topic/wars-conflicts-and-operations/world-war-ii/1942/coral-sea.html
ch21-001,n.d.,Naval History and Heritage Command,Mayaguez Incident,Federal naval history,Chapter 21; accessed 2026-09-07. Seizure May 1975; Koh Tang; crew recovery timing; casualties.,https://www.history.navy.mil/research/library/online-reading-room/title-list-alphabetically/m/mayaguez-incident.html
ch21-002,n.d.,U.S. Department of State Office of the Historian,Ending the Vietnam War 1969–1975,Federal historical synthesis,Chapter 21; accessed 2026-09-07. Post-Saigon credibility and regional collapse.,https://history.state.gov/milestones/1969-1976/ending-vietnam
ch22-001,n.d.,U.S. Environmental Protection Agency,Exxon Valdez Spill,Federal agency history,Chapter 22; accessed 2026-09-07. Spill scale; response gap; environmental consequences.,https://www.epa.gov/emergency-response/exxon-valdez-spill
ch22-002,n.d.,U.S. Coast Guard,Home — Oil Pollution Act / marine environmental protection entry,Federal regulatory portal,Chapter 22; accessed 2026-09-07. Post-Valdez OPA90 liability response and double-hull framing.,https://www.uscg.mil/
ch23-001,n.d.,Federal Bureau of Investigation,FBI History,Federal case history portal,Chapter 23; accessed 2026-09-07. Entry to organized crime and smuggling case histories including Golden Venture era enforcement.,https://www.fbi.gov/history
ch23-002,2012,U.S. Citizenship and Immigration Services,Overview of INS History,Federal agency history,Chapter 23; accessed 2026-09-07. 1990s enforcement and asylum administration context; do not claim Golden Venture alone caused 1996 laws.,https://www.uscis.gov/sites/default/files/document/fact-sheets/INSHistory.pdf
ch24-001,n.d.,Naval History and Heritage Command,USS Cole,Federal naval history,Chapter 24; accessed 2026-09-07. 12 October 2000 Aden attack; 17 killed; force protection.,https://www.history.navy.mil/browse-by-topic/ships/destroyers/uss-cole.html
ch24-002,n.d.,Federal Bureau of Investigation,USS Cole Bombing,Federal case history,Chapter 24; accessed 2026-09-07. Overseas investigation; al-Qaeda attribution.,https://www.fbi.gov/history/famous-cases/uss-cole-bombing
ch25-001,2017,National Transportation Safety Board,Sinking of US Cargo Vessel SS El Faro (NTSB/MAR-17/01),Federal accident report,Chapter 25; accessed 2026-09-07. Probable cause; weather information; BRM; company SMS; survival craft.,https://www.ntsb.gov/investigations/accidentreports/reports/mar1701.pdf
ch25-002,2015,National Transportation Safety Board,Investigation DCA16MM001 — El Faro,Federal investigation page,Chapter 25; accessed 2026-09-07. Investigation summary and docket entry point.,https://www.ntsb.gov/investigations/Pages/DCA16MM001.aspx
ch26-001,2025,National Transportation Safety Board,Contact of Containership Dali with Francis Scott Key Bridge (MIR 25-40),Federal accident report,Chapter 26; accessed 2026-09-07. Loose signal wire; blackouts; bridge collapse; six worker deaths; vulnerability findings.,https://www.ntsb.gov/investigations/AccidentReports/Reports/MIR2540.pdf
ch26-002,2025,National Transportation Safety Board,Press release — Loose Wire on Containership Dali,Federal press release,Chapter 26; accessed 2026-09-07. Wire-label banding prevented full seating; initiating electrical failure.,https://www.ntsb.gov/news/press-releases/Pages/NR20251118.aspx
